country,generation_tot,generation_per,operable_n,operable_mw,construction_n,construction_mw,planned_n,planned_mw,proposed_n,proposed_mw,uranium_tonnes,year,month
Pakistan,5.3,5.3,3,725,2,680,0,0,2,2000,99,2014,4
Poland,0,0,0,0,0,0,6,6000,0,0,0,2014,4
Romania,10.6,19.4,2,1310,0,0,2,1310,1,655,179,2014,4
Russia,166.3,17.8,33,24253,10,9160,31,32780,18,16000,5456,2014,4
Saudi Arabia,0,0,0,0,0,0,0,0,16,17000,0,2014,4
Slovakia,14.4,53.8,4,1816,2,942,0,0,1,1200,392,2014,4
Slovenia,5.2,53.8,1,696,0,0,0,0,1,1000,137,2014,4
South Africa,12.4,5.1,2,1830,0,0,0,0,6,9600,305,2014,4
Spain,58.7,20.5,7,7002,0,0,0,0,0,0,1274,2014,4
Sweden,61.5,38.1,10,9508,0,0,0,0,0,0,1516,2014,4
Switzerland,24.4,35.9,5,3252,0,0,0,0,3,4000,521,2014,4
Thailand,0,0,0,0,0,0,0,0,5,5000,0,2014,4
Turkey,0,0,0,0,0,0,4,4800,4,4500,0,2014,4
Ukraine,84.9,46.2,15,13168,0,0,2,1900,11,12000,2359,2014,4
Uae,0,0,0,0,2,2800,2,2800,10,14400,0,2014,4
United Kingdom,64,18.1,16,10038,0,0,4,6680,7,8920,1738,2014,4
Usa,770.7,19,100,99098,5,6018,5,6063,17,26000,18816,2014,4
Vietnam,0,0,0,0,0,0,4,4000,6,6700,0,2014,4
World,2346,11,434,374348,72,76338,173,188755,309,346370,65908,2014,4
Argentina,5.9,4.7,2,935,1,745,1,33,2,1400,213,2014,2
Armenia,2.1,26.6,1,376,0,0,1,1060,NA,NA,87,2014,2
Bangladesh,0,0,0,0,0,0,2,2000,0,0,0,2014,2
Belarus,0,0,0,0,1,1200,1,1200,2,2400,0,2014,2
Belgium,38.5,51,7,5943,0,0,0,0,0,0,1017,2014,2
Brazil,15.2,3.1,2,1901,1,1405,0,0,4,4000,325,2014,2
Bulgaria,14.9,31.6,2,1906,0,0,1,950,0,0,321,2014,2
Canada,89.1,15.3,19,13553,0,0,2,1500,3,3800,1784,2014,2
Chile,0,0,0,0,0,0,0,0,4,4400,0,2014,2
China,92.7,2,20,17042,28,31635,58,62635,118,122000,6296,2014,2
Czech Republic,28.6,35.3,6,3766,0,0,2,2400,1,1200,563,2014,2
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2014,2
Finland,22.1,32.6,4,2741,1,1700,0,0,2,2700,480,2014,2
France,407.4,74.8,58,63130,1,1720,1,1720,1,1100,9927,2014,2
Germany,94.1,16.1,9,12003,0,0,0,0,0,0,1889,2014,2
Hungary,14.8,45.9,4,1889,0,0,2,2400,0,0,357,2014,2
India,29.7,3.6,21,5302,6,4300,18,15100,39,45000,913,2014,2
Indonesia,0,0,0,0,0,0,1,30,4,4000,0,2014,2
Iran,1.3,0.6,1,915,0,0,1,1000,1,300,174,2014,2
Israel,0,0,0,0,0,0,0,0,1,1200,0,2014,2
Italy,0,0,0,0,0,0,0,0,10,17000,0,2014,2
Japan,17.2,2.1,48,42569,3,3036,9,12947,3,4145,2119,2014,2
Jordan,0,0,0,0,0,0,1,1000,NA,NA,0,2014,2
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2014,2
Korea Dpr (North),0,0,0,0,0,0,0,0,1,950,0,2014,2
Korea Ro (South),143.5,30.4,23,20656,5,6870,6,8730,0,0,5022,2014,2
Lithuania,0,0,0,0,0,0,1,1350,0,0,0,2014,2
Malaysia,0,0,0,0,0,0,0,0,2,2000,0,2014,2
Mexico,8.4,4.7,2,1600,0,0,0,0,2,2000,277,2014,2
Netherlands,3.7,4.4,1,485,0,0,0,0,1,1000,103,2014,2
Pakistan,5.3,5.3,3,725,2,680,0,0,2,2000,99,2014,2
Poland,0,0,0,0,0,0,6,6000,0,0,0,2014,2
Romania,10.6,19.4,2,1310,0,0,2,1310,1,655,179,2014,2
Russia,166.3,17.8,33,24253,10,9160,31,32780,18,16000,5456,2014,2
Saudi Arabia,0,0,0,0,0,0,0,0,16,17000,0,2014,2
Slovakia,14.4,53.8,4,1816,2,942,0,0,1,1200,392,2014,2
Slovenia,5.2,53.8,1,696,0,0,0,0,1,1000,137,2014,2
South Africa,12.4,5.1,2,1830,0,0,0,0,6,9600,305,2014,2
Spain,58.7,20.5,7,7002,0,0,0,0,0,0,1274,2014,2
Sweden,61.5,38.1,10,9508,0,0,0,0,0,0,1516,2014,2
Switzerland,24.4,35.9,5,3252,0,0,0,0,3,4000,521,2014,2
Thailand,0,0,0,0,0,0,0,0,5,5000,0,2014,2
Turkey,0,0,0,0,0,0,4,4800,4,4500,0,2014,2
Ukraine,84.9,46.2,15,13168,0,0,2,1900,11,12000,2359,2014,2
Uae,0,0,0,0,2,2800,2,2800,10,14400,0,2014,2
United Kingdom,64,18.1,16,10038,0,0,4,6680,7,8920,1738,2014,2
Usa,770.7,19,100,99098,5,6018,7,8463,15,24000,18816,2014,2
Vietnam,0,0,0,0,0,0,4,4000,6,6700,0,2014,2
World,2346,11,434,374335,70,74911,173,186388,310,349170,65908,2014,2
Argentina,5.9,4.7,2,935,1,745,1,33,2,1400,212,2014,1
Armenia,2.1,26.6,1,376,0,0,1,1060,NA,NA,86,2014,1
Bangladesh,0,0,0,0,0,0,2,2000,0,0,0,2014,1
Belarus,0,0,0,0,1,1200,1,1200,2,2400,0,2014,1
Belgium,38.5,51,7,5943,0,0,0,0,0,0,1017,2014,1
Brazil,15.2,3.1,2,1901,1,1405,0,0,4,4000,321,2014,1
Bulgaria,14.9,31.6,2,1906,0,0,1,950,0,0,317,2014,1
Canada,89.1,15.3,19,13553,0,0,2,1500,3,3800,1764,2014,1
Chile,0,0,0,0,0,0,0,0,4,4400,0,2014,1
China,92.7,2,19,16022,29,31721,58,63340,118,122000,6711,2014,1
Czech Republic,28.6,35.3,6,3766,0,0,2,2400,1,1200,574,2014,1
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2014,1
Finland,22.1,32.6,4,2741,1,1700,0,0,2,2700,1127,2014,1
France,407.4,74.8,58,63130,1,1720,1,1720,1,1100,9320,2014,1
Germany,94.1,16.1,9,12003,0,0,0,0,0,0,1889,2014,1
Hungary,14.8,45.9,4,1880,0,0,0,0,2,2200,357,2014,1
India,29.7,3.6,21,5302,6,4300,18,15100,39,45000,1326,2014,1
Indonesia,0,0,0,0,0,0,2,2000,4,4000,0,2014,1
Iran,1.3,0.6,1,915,0,0,1,1000,1,300,172,2014,1
Israel,0,0,0,0,0,0,0,0,1,1200,0,2014,1
Italy,0,0,0,0,0,0,0,0,10,17000,0,2014,1
Japan,17.2,2.1,50,44396,3,3036,9,12947,3,4145,366,2014,1
Jordan,0,0,0,0,0,0,1,1000,NA,NA,0,2014,1
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2014,1
Korea Dpr (North),0,0,0,0,0,0,0,0,1,950,0,2014,1
Korea Ro (South),143.5,30.4,23,20787,5,6870,6,8730,0,0,4218,2014,1
Lithuania,0,0,0,0,0,0,1,1350,0,0,0,2014,1
Malaysia,0,0,0,0,0,0,0,0,2,2000,0,2014,1
Mexico,8.4,4.7,2,1600,0,0,0,0,2,2000,270,2014,1
Netherlands,3.7,4.4,1,485,0,0,0,0,1,1000,103,2014,1
Pakistan,5.3,5.3,3,725,2,680,0,0,2,2000,117,2014,1
Poland,0,0,0,0,0,0,6,6000,0,0,0,2014,1
Romania,10.6,19.4,2,1310,0,0,2,1310,1,655,177,2014,1
Russia,166.3,17.8,33,24253,10,9160,31,32780,18,16000,5090,2014,1
Saudi Arabia,0,0,0,0,0,0,0,0,16,17000,0,2014,1
Slovakia,14.4,53.8,4,1816,2,942,0,0,1,1200,675,2014,1
Slovenia,5.2,53.8,1,696,0,0,0,0,1,1000,137,2014,1
South Africa,12.4,5.1,2,1830,0,0,0,0,6,9600,305,2014,1
Spain,58.7,20.5,7,7002,0,0,0,0,0,0,1357,2014,1
Sweden,61.5,38.1,10,9508,0,0,0,0,0,0,1505,2014,1
Switzerland,24.4,35.9,5,3252,0,0,0,0,3,4000,521,2014,1
Thailand,0,0,0,0,0,0,0,0,5,5000,0,2014,1
Turkey,0,0,0,0,0,0,4,4800,4,4500,0,2014,1
Ukraine,84.9,46.2,15,13168,0,0,2,1900,11,12000,2352,2014,1
Uae,0,0,0,0,2,2800,2,2800,10,14400,0,2014,1
United Kingdom,64,18.1,16,10038,0,0,4,6680,7,9000,1828,2014,1
Usa,770.7,19,100,99098,5,6018,7,8463,15,24000,19622,2014,1
Vietnam,0,0,0,0,0,0,4,4000,6,6700,0,2014,1
World,2346,11,435,375264,71,74997,172,186663,312,351450,64978,2014,1
Argentina,5.9,4.7,2,935,1,745,1,33,2,1400,212,2013,12
Armenia,2.1,26.6,1,376,0,0,1,1060,NA,NA,86,2013,12
Bangladesh,0,0,0,0,0,0,2,2000,0,0,0,2013,12
Belarus,0,0,0,0,1,1200,1,1200,2,2400,0,2013,12
Belgium,38.5,51,7,5943,0,0,0,0,0,0,1017,2013,12
Brazil,15.2,3.1,2,1901,1,1405,0,0,4,4000,321,2013,12
Bulgaria,14.9,31.6,2,1906,0,0,1,950,0,0,317,2013,12
Canada,89.1,15.3,19,13553,0,0,2,1500,3,3800,1764,2013,12
Chile,0,0,0,0,0,0,0,0,4,4400,0,2013,12
China,92.7,2,18,14962,29,31610,59,64420,118,122000,6711,2013,12
Czech Republic,28.6,35.3,6,3766,0,0,2,2400,1,1200,574,2013,12
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2013,12
Finland,22.1,32.6,4,2741,1,1700,0,0,2,3000,1127,2013,12
France,407.4,74.8,58,63130,1,1720,1,1720,1,1100,9320,2013,12
Germany,94.1,16.1,9,12003,0,0,0,0,0,0,1889,2013,12
Hungary,14.8,45.9,4,1880,0,0,0,0,2,2200,357,2013,12
India,29.7,3.6,21,5302,6,4300,18,15100,39,45000,1326,2013,12
Indonesia,0,0,0,0,0,0,2,2000,4,4000,0,2013,12
Iran,1.3,0.6,1,915,0,0,1,1000,1,300,172,2013,12
Israel,0,0,0,0,0,0,0,0,1,1200,0,2013,12
Italy,0,0,0,0,0,0,0,0,10,17000,0,2013,12
Japan,17.2,2.1,50,44396,3,3036,9,12947,3,4145,366,2013,12
Jordan,0,0,0,0,0,0,1,1000,NA,NA,0,2013,12
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2013,12
Korea Dpr (North),0,0,0,0,0,0,0,0,1,950,0,2013,12
Korea Ro (South),143.5,30.4,23,20787,5,6870,6,8730,0,0,4218,2013,12
Lithuania,0,0,0,0,0,0,1,1350,0,0,0,2013,12
Malaysia,0,0,0,0,0,0,0,0,2,2000,0,2013,12
Mexico,8.4,4.7,2,1600,0,0,0,0,2,2000,270,2013,12
Netherlands,3.7,4.4,1,485,0,0,0,0,1,1000,103,2013,12
Pakistan,5.3,5.3,3,725,2,680,0,0,2,2000,117,2013,12
Poland,0,0,0,0,0,0,6,6000,0,0,0,2013,12
Romania,10.6,19.4,2,1310,0,0,2,1310,1,655,177,2013,12
Russia,166.3,17.8,33,24253,10,9160,31,32780,18,16000,5090,2013,12
Saudi Arabia,0,0,0,0,0,0,0,0,16,17000,0,2013,12
Slovakia,14.4,53.8,4,1816,2,942,0,0,1,1200,675,2013,12
Slovenia,5.2,53.8,1,696,0,0,0,0,1,1000,137,2013,12
South Africa,12.4,5.1,2,1830,0,0,0,0,6,9600,305,2013,12
Spain,58.7,20.5,7,7002,0,0,0,0,0,0,1357,2013,12
Sweden,61.5,38.1,10,9508,0,0,0,0,0,0,1505,2013,12
Switzerland,24.4,35.9,5,3252,0,0,0,0,3,4000,521,2013,12
Thailand,0,0,0,0,0,0,0,0,5,5000,0,2013,12
Turkey,0,0,0,0,0,0,4,4800,4,4500,0,2013,12
Ukraine,84.9,46.2,15,13168,0,0,2,1900,11,12000,2352,2013,12
Uae,0,0,0,0,2,2800,2,2800,10,14400,0,2013,12
United Kingdom,64,18.1,16,10038,0,0,4,6680,9,12000,1828,2013,12
Usa,770.7,19,100,98951,5,6018,7,8463,15,24000,19622,2013,12
Vietnam,0,0,0,0,0,0,4,4000,6,6700,0,2013,12
World,2346,11,434,374057,71,74886,173,187740,314,354750,64978,2013,12
Argentina,5.9,4.7,2,935,1,745,1,33,2,1400,212,2013,10
Armenia,2.1,26.6,1,376,0,0,1,1060,NA,NA,86,2013,10
Bangladesh,0,0,0,0,0,0,2,2000,0,0,0,2013,10
Belarus,0,0,0,0,0,0,2,2400,2,2400,0,2013,10
Belgium,38.5,51,7,5943,0,0,0,0,0,0,1017,2013,10
Brazil,15.2,3.1,2,1901,1,1405,0,0,4,4000,321,2013,10
Bulgaria,14.9,31.6,2,1906,0,0,1,950,0,0,317,2013,10
Canada,89.1,15.3,19,13553,0,0,2,1500,3,3800,1764,2013,10
Chile,0,0,0,0,0,0,0,0,4,4400,0,2013,10
China,92.7,2,17,13842,30,32690,59,64420,118,122000,6711,2013,10
Czech Republic,28.6,35.3,6,3766,0,0,2,2400,1,1200,574,2013,10
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2013,10
Finland,22.1,32.6,4,2741,1,1700,0,0,2,3000,1127,2013,10
France,407.4,74.8,58,63130,1,1720,1,1720,1,1100,9320,2013,10
Germany,94.1,16.1,9,12003,0,0,0,0,0,0,1889,2013,10
Hungary,14.8,45.9,4,1880,0,0,0,0,2,2200,357,2013,10
India,29.7,3.6,20,4385,7,5300,18,15100,39,45000,1326,2013,10
Indonesia,0,0,0,0,0,0,2,2000,4,4000,0,2013,10
Iran,1.3,0.6,1,915,0,0,1,1000,1,300,172,2013,10
Israel,0,0,0,0,0,0,0,0,1,1200,0,2013,10
Italy,0,0,0,0,0,0,0,0,10,17000,0,2013,10
Japan,17.2,2.1,50,44396,3,3036,9,12947,3,4145,366,2013,10
Jordan,0,0,0,0,0,0,1,1000,NA,NA,0,2013,10
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2013,10
Korea Dpr (North),0,0,0,0,0,0,0,0,1,950,0,2013,10
Korea Ro (South),143.5,30.4,23,20787,5,6870,6,8730,0,0,4218,2013,10
Lithuania,0,0,0,0,0,0,1,1350,0,0,0,2013,10
Malaysia,0,0,0,0,0,0,0,0,2,2000,0,2013,10
Mexico,8.4,4.7,2,1600,0,0,0,0,2,2000,270,2013,10
Netherlands,3.7,4.4,1,485,0,0,0,0,1,1000,103,2013,10
Pakistan,5.3,5.3,3,725,2,680,0,0,2,2000,117,2013,10
Poland,0,0,0,0,0,0,6,6000,0,0,0,2013,10
Romania,10.6,19.4,2,1310,0,0,2,1310,1,655,177,2013,10
Russia,166.3,17.8,33,24253,10,9160,28,29180,18,18236,5090,2013,10
Saudi Arabia,0,0,0,0,0,0,0,0,16,17000,0,2013,10
Slovakia,14.4,53.8,4,1816,2,942,0,0,1,1200,675,2013,10
Slovenia,5.2,53.8,1,696,0,0,0,0,1,1000,137,2013,10
South Africa,12.4,5.1,2,1830,0,0,0,0,6,9600,305,2013,10
Spain,58.7,20.5,7,7002,0,0,0,0,0,0,1357,2013,10
Sweden,61.5,38.1,10,9388,0,0,0,0,0,0,1505,2013,10
Switzerland,24.4,35.9,5,3252,0,0,0,0,3,4000,521,2013,10
Thailand,0,0,0,0,0,0,0,0,5,5000,0,2013,10
Turkey,0,0,0,0,0,0,4,4800,4,4500,0,2013,10
Ukraine,84.9,46.2,15,13168,0,0,2,1900,11,12000,2352,2013,10
Uae,0,0,0,0,2,2800,2,2800,10,14400,0,2013,10
United Kingdom,64,18.1,16,10038,0,0,4,6680,9,12000,1828,2013,10
Usa,770.7,19,100,98951,3,3618,9,10860,15,24000,19622,2013,10
Vietnam,0,0,0,0,0,0,4,4000,6,6700,0,2013,10
World,2346,11,432,371900,70,73366,173,187740,314,356986,64978,2013,10
Argentina,5.9,4.7,2,935,1,745,1,33,2,1400,212,2013,9
Armenia,2.1,26.6,1,376,0,0,1,1060,NA,NA,86,2013,9
Bangladesh,0,0,0,0,0,0,2,2000,0,0,0,2013,9
Belarus,0,0,0,0,0,0,2,2400,2,2400,0,2013,9
Belgium,38.5,51,7,5943,0,0,0,0,0,0,1017,2013,9
Brazil,15.2,3.1,2,1901,1,1405,0,0,4,4000,321,2013,9
Bulgaria,14.9,31.6,2,1906,0,0,1,950,0,0,317,2013,9
Canada,89.1,15.3,19,13553,0,0,2,1500,3,3800,1764,2013,9
Chile,0,0,0,0,0,0,0,0,4,4400,0,2013,9
China,92.7,2,17,13842,28,30550,61,66560,118,122000,6711,2013,9
Czech Republic,28.6,35.3,6,3766,0,0,2,2400,1,1200,574,2013,9
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2013,9
Finland,22.1,32.6,4,2741,1,1700,0,0,2,3000,1127,2013,9
France,407.4,74.8,58,63130,1,1720,1,1720,1,1100,9320,2013,9
Germany,94.1,16.1,9,12003,0,0,0,0,0,0,1889,2013,9
Hungary,14.8,45.9,4,1880,0,0,0,0,2,2200,357,2013,9
India,29.7,3.6,20,4385,7,5300,18,15100,39,45000,1326,2013,9
Indonesia,0,0,0,0,0,0,2,2000,4,4000,0,2013,9
Iran,1.3,0.6,1,915,0,0,1,1000,1,300,172,2013,9
Israel,0,0,0,0,0,0,0,0,1,1200,0,2013,9
Italy,0,0,0,0,0,0,0,0,10,17000,0,2013,9
Japan,17.2,2.1,50,44396,3,3036,9,12947,3,4145,366,2013,9
Jordan,0,0,0,0,0,0,1,1000,NA,NA,0,2013,9
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2013,9
Korea Dpr (North),0,0,0,0,0,0,0,0,1,950,0,2013,9
Korea Ro (South),143.5,30.4,23,20787,5,6870,6,8730,0,0,4218,2013,9
Lithuania,0,0,0,0,0,0,1,1350,0,0,0,2013,9
Malaysia,0,0,0,0,0,0,0,0,2,2000,0,2013,9
Mexico,8.4,4.7,2,1600,0,0,0,0,2,2000,270,2013,9
Netherlands,3.7,4.4,1,485,0,0,0,0,1,1000,103,2013,9
Pakistan,5.3,5.3,3,725,2,680,0,0,2,2000,117,2013,9
Poland,0,0,0,0,0,0,6,6000,0,0,0,2013,9
Romania,10.6,19.4,2,1310,0,0,2,1310,1,655,177,2013,9
Russia,166.3,17.8,33,24253,10,9160,28,29180,18,18236,5090,2013,9
Saudi Arabia,0,0,0,0,0,0,0,0,16,17000,0,2013,9
Slovakia,14.4,53.8,4,1816,2,942,0,0,1,1200,675,2013,9
Slovenia,5.2,53.8,1,696,0,0,0,0,1,1000,137,2013,9
South Africa,12.4,5.1,2,1830,0,0,0,0,6,9600,305,2013,9
Spain,58.7,20.5,7,7002,0,0,0,0,0,0,1357,2013,9
Sweden,61.5,38.1,10,9388,0,0,0,0,0,0,1505,2013,9
Switzerland,24.4,35.9,5,3252,0,0,0,0,3,4000,521,2013,9
Thailand,0,0,0,0,0,0,0,0,5,5000,0,2013,9
Turkey,0,0,0,0,0,0,4,4800,4,4500,0,2013,9
Ukraine,84.9,46.2,15,13168,0,0,2,1900,11,12000,2352,2013,9
Uae,0,0,0,0,2,2800,2,2800,10,14400,0,2013,9
United Kingdom,64,18.1,16,10038,0,0,4,6680,9,12000,1828,2013,9
Usa,770.7,19,100,98951,3,3618,9,10860,15,24000,19622,2013,9
Vietnam,0,0,0,0,0,0,4,4000,6,6700,0,2013,9
World,2346,11,432,371900,68,71226,175,189880,314,356986,64978,2013,9
Argentina,5.9,4.7,2,935,1,745,1,33,2,1400,213,2013,7
Armenia,2.1,26.6,1,376,0,0,1,1060,NA,NA,64,2013,7
Bangladesh,0,0,0,0,0,0,2,2000,0,0,0,2013,7
Belarus,0,0,0,0,0,0,2,2400,2,2400,0,2013,7
Belgium,38.5,51,7,5943,0,0,0,0,0,0,995,2013,7
Brazil,15.2,3.1,2,1901,1,1405,0,0,4,4000,325,2013,7
Bulgaria,14.9,31.6,2,1906,0,0,1,950,0,0,317,2013,7
Canada,89.1,15.3,19,13553,0,0,2,1500,3,3800,1906,2013,7
Chile,0,0,0,0,0,0,0,0,4,4400,0,2013,7
China,92.7,2,17,13842,28,30550,53,66160,118,122000,5999,2013,7
Czech Republic,28.6,35.3,6,3766,0,0,2,2400,1,1200,577,2013,7
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2013,7
Finland,22.1,32.6,4,2741,1,1700,0,0,2,3000,728,2013,7
France,407.4,74.8,58,63130,1,1720,1,1720,1,1100,9254,2013,7
Germany,94.1,16.1,9,12003,0,0,0,0,0,0,1934,2013,7
Hungary,14.8,45.9,4,1880,0,0,0,0,2,2200,331,2013,7
India,29.7,3.6,20,4385,7,5300,18,15100,39,45000,1261,2013,7
Indonesia,0,0,0,0,0,0,2,2000,4,4000,0,2013,7
Iran,1.3,0.6,1,915,0,0,1,1000,1,300,172,2013,7
Israel,0,0,0,0,0,0,0,0,1,1200,0,2013,7
Italy,0,0,0,0,0,0,0,0,10,17000,0,2013,7
Japan,17.2,2.1,50,44396,3,3036,9,12947,3,4145,4425,2013,7
Jordan,0,0,0,0,0,0,1,1000,NA,NA,0,2013,7
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2013,7
Korea Dpr (North),0,0,0,0,0,0,0,0,1,950,0,2013,7
Korea Ro (South),143.5,30.4,23,20787,5,6870,5,7275,0,0,3769,2013,7
Lithuania,0,0,0,0,0,0,1,1350,0,0,0,2013,7
Malaysia,0,0,0,0,0,0,0,0,2,2000,0,2013,7
Mexico,8.4,4.7,2,1600,0,0,0,0,2,2000,279,2013,7
Netherlands,3.7,4.4,1,485,0,0,0,0,1,1000,102,2013,7
Pakistan,5.3,5.3,3,725,2,680,0,0,2,2000,117,2013,7
Poland,0,0,0,0,0,0,6,6000,0,0,0,2013,7
Romania,10.6,19.4,2,1310,0,0,2,1310,1,655,177,2013,7
Russia,166.3,17.8,33,24253,10,9160,24,24180,20,20000,5073,2013,7
Saudi Arabia,0,0,0,0,0,0,0,0,16,17000,0,2013,7
Slovakia,14.4,53.8,4,1816,2,942,0,0,1,1200,305,2013,7
Slovenia,5.2,53.8,1,696,0,0,0,0,1,1000,137,2013,7
South Africa,12.4,5.1,2,1800,0,0,0,0,6,9600,304,2013,7
Spain,58.7,20.5,7,7002,0,0,0,0,0,0,1355,2013,7
Sweden,61.5,38.1,10,9388,0,0,0,0,0,0,1469,2013,7
Switzerland,24.4,35.9,5,3252,0,0,0,0,3,4000,527,2013,7
Thailand,0,0,0,0,0,0,0,0,5,5000,0,2013,7
Turkey,0,0,0,0,0,0,4,4800,4,4500,0,2013,7
Ukraine,84.9,46.2,15,13168,0,0,2,1900,11,12000,2356,2013,7
Uae,0,0,0,0,2,2800,2,2800,10,14400,0,2013,7
United Kingdom,64,18.1,16,10038,0,0,4,6680,9,12000,1775,2013,7
Usa,770.7,19,100,98951,3,3618,9,10860,15,24000,18983,2013,7
Vietnam,0,0,0,0,0,0,4,4000,6,6700,0,2013,7
World,2346,11,432,371870,68,71226,162,183025,316,358750,66512,2013,7
Argentina,5.9,4.7,2,935,1,745,1,33,2,1400,213,2013,6
Armenia,2.1,26.6,1,376,0,0,1,1060,NA,NA,64,2013,6
Bangladesh,0,0,0,0,0,0,2,2000,0,0,0,2013,6
Belarus,0,0,0,0,0,0,2,2400,2,2400,0,2013,6
Belgium,38.5,51,7,5943,0,0,0,0,0,0,995,2013,6
Brazil,15.2,3.1,2,1901,1,1405,0,0,4,4000,325,2013,6
Bulgaria,14.9,31.6,2,1906,0,0,1,950,0,0,317,2013,6
Canada,89.1,15.3,19,13553,0,0,2,1500,3,3800,1906,2013,6
Chile,0,0,0,0,0,0,0,0,4,4400,0,2013,6
China,92.7,2,17,13842,28,30550,49,56020,120,123000,5999,2013,6
Czech Republic,28.6,35.3,6,3766,0,0,2,2400,1,1200,577,2013,6
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2013,6
Finland,22.1,32.6,4,2741,1,1700,0,0,2,3000,728,2013,6
France,407.4,74.8,58,63130,1,1720,1,1720,1,1100,9254,2013,6
Germany,94.1,16.1,9,12003,0,0,0,0,0,0,1934,2013,6
Hungary,14.8,45.9,4,1880,0,0,0,0,2,2200,331,2013,6
India,29.7,3.6,20,4385,7,5300,18,15100,39,45000,1261,2013,6
Indonesia,0,0,0,0,0,0,2,2000,4,4000,0,2013,6
Iran,1.3,0.6,1,915,0,0,1,1000,1,300,172,2013,6
Israel,0,0,0,0,0,0,0,0,1,1200,0,2013,6
Italy,0,0,0,0,0,0,0,0,10,17000,0,2013,6
Japan,17.2,2.1,50,44396,3,3036,9,12947,3,4145,4425,2013,6
Jordan,0,0,0,0,0,0,1,1000,NA,NA,0,2013,6
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2013,6
Korea Dpr (North),0,0,0,0,0,0,0,0,1,950,0,2013,6
Korea Ro (South),143.5,30.4,23,20787,4,5415,6,8730,0,0,3769,2013,6
Lithuania,0,0,0,0,0,0,1,1350,0,0,0,2013,6
Malaysia,0,0,0,0,0,0,0,0,2,2000,0,2013,6
Mexico,8.4,4.7,2,1600,0,0,0,0,2,2000,279,2013,6
Netherlands,3.7,4.4,1,485,0,0,0,0,1,1000,102,2013,6
Pakistan,5.3,5.3,3,725,2,680,0,0,2,2000,117,2013,6
Poland,0,0,0,0,0,0,6,6000,0,0,0,2013,6
Romania,10.6,19.4,2,1310,0,0,2,1310,1,655,177,2013,6
Russia,166.3,17.8,33,24164,10,9160,24,24180,20,20000,5073,2013,6
Saudi Arabia,0,0,0,0,0,0,0,0,16,17000,0,2013,6
Slovakia,14.4,53.8,4,1816,2,880,0,0,1,1200,305,2013,6
Slovenia,5.2,53.8,1,696,0,0,0,0,1,1000,137,2013,6
South Africa,12.4,5.1,2,1800,0,0,0,0,6,9600,304,2013,6
Spain,58.7,20.5,7,7002,0,0,0,0,0,0,1355,2013,6
Sweden,61.5,38.1,10,9388,0,0,0,0,0,0,1469,2013,6
Switzerland,24.4,35.9,5,3252,0,0,0,0,3,4000,527,2013,6
Thailand,0,0,0,0,0,0,0,0,5,5000,0,2013,6
Turkey,0,0,0,0,0,0,4,4800,4,4500,0,2013,6
Ukraine,84.9,46.2,15,13168,0,0,2,1900,11,12000,2356,2013,6
Uae,0,0,0,0,2,2800,2,2800,10,14400,0,2013,6
United Kingdom,64,18.1,16,10038,0,0,4,6680,9,12000,1775,2013,6
Usa,770.7,19,102,101060,3,3618,9,10860,15,24000,18983,2013,6
Vietnam,0,0,0,0,0,0,4,4000,6,6700,0,2013,6
World,2346,12,434,373892,67,69709,159,174340,318,359750,66512,2013,6
Argentina,5.9,5,2,935,1,745,1,33,2,1400,213,2013,5
Armenia,2.4,33.2,1,376,0,0,1,1060,NA,NA,64,2013,5
Bangladesh,0,0,0,0,0,0,2,2000,0,0,0,2013,5
Belarus,0,0,0,0,0,0,2,2400,2,2400,0,2013,5
Belgium,45.9,54,7,5943,0,0,0,0,0,0,995,2013,5
Brazil,14.8,3.2,2,1901,1,1405,0,0,4,4000,325,2013,5
Bulgaria,15.3,32.6,2,1906,0,0,1,950,0,0,317,2013,5
Canada,88.3,15.3,19,13553,0,0,2,1500,3,3800,1906,2013,5
Chile,0,0,0,0,0,0,0,0,4,4400,0,2013,5
China,82.6,1.8,17,13955,28,30550,49,56020,120,123000,5999,2013,5
Czech Republic,26.7,33,6,3766,0,0,2,2400,1,1200,577,2013,5
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2013,5
Finland,22.3,31.6,4,2741,1,1700,0,0,2,3000,728,2013,5
France,423.5,77.7,58,63130,1,1720,1,1720,1,1100,9254,2013,5
Germany,102.3,17.8,9,12003,0,0,0,0,0,0,1934,2013,5
Hungary,14.7,43.2,4,1880,0,0,0,0,2,2200,331,2013,5
