country,generation_tot,generation_per,operable_n,operable_mw,construction_n,construction_mw,planned_n,planned_mw,proposed_n,proposed_mw,uranium_tonnes,year,month
Ukraine,83.1,49.4,15,13107,0,0,2,1900,11,12000,2366,2015,6
Uae,0,0,0,0,3,4200,1,1400,10,14400,0,2015,6
United Kingdom,57.9,17.2,16,9373,0,0,4,6680,7,8920,1738,2015,6
Usa,798.6,19.5,99,98792,5,6018,5,6063,17,26000,18692,2015,6
Vietnam,0,0,0,0,0,0,4,4800,6,6700,0,2015,6
World,2411,11.5,437,380250,66,68997,168,189504,322,364270,66883,2015,6
Argentina,5.3,4,3,1627,1,27,0,0,3,1600,215,2015,4
Armenia,2.3,30.7,1,376,0,0,1,1060,NA,NA,88,2015,4
Bangladesh,0,0,0,0,0,0,2,2400,0,0,0,2015,4
Belarus,0,0,0,0,2,2400,0,0,2,2400,0,2015,4
Belgium,32.1,47.5,7,5943,0,0,0,0,0,0,1017,2015,4
Brazil,14.5,2.9,2,1901,1,1405,0,0,4,4000,326,2015,4
Bulgaria,15,31.8,2,1906,0,0,1,950,0,0,324,2015,4
Canada,98.6,16.8,19,13553,0,0,2,1500,3,3800,1784,2015,4
Chile,0,0,0,0,0,0,0,0,4,4400,0,2015,4
China,123.8,2.4,26,23144,23,25163,45,52200,127,150000,8161,2015,4
Czech Republic,28.6,35.8,6,3766,0,0,2,2400,1,1200,566,2015,4
Egypt,0,0,0,0,0,0,2,2400,2,2400,0,2015,4
Finland,22.6,34.6,4,2741,1,1700,1,1200,1,1500,751,2015,4
France,418,76.9,58,63130,1,1720,1,1720,1,1100,9230,2015,4
Germany,91.8,15.8,9,12003,0,0,0,0,0,0,1889,2015,4
Hungary,14.8,53.6,4,1889,0,0,2,2400,0,0,357,2015,4
India,33.2,3.5,21,5302,6,4300,22,21300,35,40000,1579,2015,4
Indonesia,0,0,0,0,0,0,1,30,4,4000,0,2015,4
Iran,3.7,1.5,1,915,0,0,2,2000,7,6300,176,2015,4
Israel,0,0,0,0,0,0,0,0,1,1200,0,2015,4
Italy,0,0,0,0,0,0,0,0,0,0,0,2015,4
Japan,0,0,43,40480,3,3036,9,12947,3,4145,2549,2015,4
Jordan,0,0,0,0,0,0,2,2000,NA,NA,0,2015,4
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2015,4
Korea Dpr (North),0,0,0,0,0,0,0,0,1,950,0,2015,4
Korea Ro (South),149.2,30.4,24,21657,4,5600,8,11600,0,0,5022,2015,4
Lithuania,0,0,0,0,0,0,1,1350,0,0,0,2015,4
Malaysia,0,0,0,0,0,0,0,0,2,2000,0,2015,4
Mexico,9.3,5.6,2,1600,0,0,0,0,2,2000,270,2015,4
Netherlands,3.9,4,1,485,0,0,0,0,1,1000,103,2015,4
Pakistan,4.6,4.3,3,725,2,680,0,0,2,2000,101,2015,4
Poland,0,0,0,0,0,0,6,6000,0,0,0,2015,4
Romania,10.8,18.5,2,1310,0,0,2,1440,1,655,179,2015,4
Russia,169.1,18.6,34,25264,9,7968,31,32780,18,16000,4206,2015,4
Saudi Arabia,0,0,0,0,0,0,0,0,16,17000,0,2015,4
Slovakia,14.4,56.8,4,1816,2,942,0,0,1,1200,466,2015,4
Slovenia,6.1,37.2,1,696,0,0,0,0,1,1000,137,2015,4
South Africa,14.8,6.2,2,1830,0,0,0,0,8,9600,305,2015,4
Spain,54.9,20.4,7,7002,0,0,0,0,0,0,1274,2015,4
Sweden,62.3,41.5,10,9487,0,0,0,0,0,0,1516,2015,4
Switzerland,26.5,37.9,5,3333,0,0,0,0,3,4000,521,2015,4
Thailand,0,0,0,0,0,0,0,0,5,5000,0,2015,4
Turkey,0,0,0,0,0,0,4,4800,4,4500,0,2015,4
Ukraine,83.1,49.4,15,13168,0,0,2,1900,11,12000,2366,2015,4
Uae,0,0,0,0,3,4200,1,1400,10,14400,0,2015,4
United Kingdom,57.9,17.2,16,10038,0,0,4,6680,7,8920,1738,2015,4
Usa,798.6,19.5,99,98756,5,6018,5,6063,17,26000,18692,2015,4
Vietnam,0,0,0,0,0,0,4,4800,6,6700,0,2015,4
World,2411,11,437,380770,65,67859,165,185920,316,363570,66883,2015,4
Argentina,5.7,4.4,3,1627,1,27,0,0,3,1600,215,2015,2
Armenia,2.2,29.2,1,376,0,0,1,1060,NA,NA,88,2015,2
Bangladesh,0,0,0,0,0,0,2,2400,0,0,0,2015,2
Belarus,0,0,0,0,2,2400,0,0,2,2400,0,2015,2
Belgium,40.6,52,7,5943,0,0,0,0,0,0,1017,2015,2
Brazil,13.8,2.8,2,1901,1,1405,0,0,4,4000,326,2015,2
Bulgaria,13.3,30.7,2,1906,0,0,1,950,0,0,324,2015,2
Canada,94.3,16,19,13553,0,0,2,1500,3,3800,1784,2015,2
Chile,0,0,0,0,0,0,0,0,4,4400,0,2015,2
China,104.8,2.1,23,20115,26,28461,64,68720,123,128000,8161,2015,2
Czech Republic,29,35.9,6,3766,0,0,2,2400,1,1200,566,2015,2
Egypt,0,0,0,0,0,0,2,2400,2,2400,0,2015,2
Finland,22.7,33.3,4,2741,1,1700,1,1200,1,1500,751,2015,2
France,405.9,73.3,58,63130,1,1720,1,1720,1,1100,9230,2015,2
Germany,92.1,15.4,9,12003,0,0,0,0,0,0,1889,2015,2
Hungary,14.5,50.7,4,1889,0,0,2,2400,0,0,357,2015,2
India,30,3.4,21,5302,6,4300,22,21300,35,40000,1579,2015,2
Indonesia,0,0,0,0,0,0,1,30,4,4000,0,2015,2
Iran,3.9,1.5,1,915,0,0,2,2000,7,6300,176,2015,2
Israel,0,0,0,0,0,0,0,0,1,1200,0,2015,2
Italy,0,0,0,0,0,0,0,0,0,0,0,2015,2
Japan,13.9,1.7,48,42569,3,3036,9,12947,3,4145,2549,2015,2
Jordan,0,0,0,0,0,0,2,2000,NA,NA,0,2015,2
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2015,2
Korea Dpr (North),0,0,0,0,0,0,0,0,1,950,0,2015,2
Korea Ro (South),132.5,27.6,23,20697,5,6600,8,11600,0,0,5022,2015,2
Lithuania,0,0,0,0,0,0,1,1350,0,0,0,2015,2
Malaysia,0,0,0,0,0,0,0,0,2,2000,0,2015,2
Mexico,11.4,4.6,2,1600,0,0,0,0,2,2000,270,2015,2
Netherlands,2.7,2.8,1,485,0,0,0,0,1,1000,103,2015,2
Pakistan,4.4,4.4,3,725,2,680,0,0,2,2000,101,2015,2
Poland,0,0,0,0,0,0,6,6000,0,0,0,2015,2
Romania,10.7,19.8,2,1310,0,0,2,1440,1,655,179,2015,2
Russia,161.8,17.5,34,25264,9,7968,31,32780,18,16000,4206,2015,2
Saudi Arabia,0,0,0,0,0,0,0,0,16,17000,0,2015,2
Slovakia,14.6,51.7,4,1816,2,942,0,0,1,1200,466,2015,2
Slovenia,5,33.6,1,696,0,0,0,0,1,1000,137,2015,2
South Africa,13.6,5.7,2,1830,0,0,0,0,8,9600,305,2015,2
Spain,54.3,19.7,7,7002,0,0,0,0,0,0,1274,2015,2
Sweden,63.7,42.7,10,9487,0,0,0,0,0,0,1516,2015,2
Switzerland,25,36.4,5,3333,0,0,0,0,3,4000,521,2015,2
Thailand,0,0,0,0,0,0,0,0,5,5000,0,2015,2
Turkey,0,0,0,0,0,0,4,4800,4,4500,0,2015,2
Ukraine,78.2,43.6,15,13168,0,0,2,1900,11,12000,2366,2015,2
Uae,0,0,0,0,3,4200,1,1400,10,14400,0,2015,2
United Kingdom,64.1,18.3,16,10038,0,0,4,6680,7,8920,1738,2015,2
Usa,790.2,19.4,99,98756,5,6018,5,6063,17,26000,18692,2015,2
Vietnam,0,0,0,0,0,0,4,4800,6,6700,0,2015,2
World,2359,11,438,378870,69,72157,184,202440,312,341570,66883,2015,2
Argentina,5.7,4.4,3,1627,1,27,0,0,3,1600,213,2015,1
Armenia,2.2,29.2,1,376,0,0,1,1060,NA,NA,87,2015,1
Bangladesh,0,0,0,0,0,0,2,2400,0,0,0,2015,1
Belarus,0,0,0,0,2,2400,0,0,2,2400,0,2015,1
Belgium,40.6,52,7,5943,0,0,0,0,0,0,1017,2015,1
Brazil,13.8,2.8,2,1901,1,1405,0,0,4,4000,325,2015,1
Bulgaria,13.3,30.7,2,1906,0,0,1,950,0,0,321,2015,1
Canada,94.3,16,19,13553,0,0,2,1500,3,3800,1784,2015,1
Chile,0,0,0,0,0,0,0,0,4,4400,0,2015,1
China,104.8,2.1,22,19095,27,29548,64,71220,123,128000,6296,2015,1
Czech Republic,29,35.9,6,3766,0,0,2,2400,1,1200,563,2015,1
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2015,1
Finland,22.7,33.3,4,2741,1,1700,1,1200,1,1500,480,2015,1
France,405.9,73.3,58,63130,1,1720,1,1720,1,1100,9927,2015,1
Germany,92.1,15.4,9,12003,0,0,0,0,0,0,1889,2015,1
Hungary,14.5,50.7,4,1889,0,0,2,2400,0,0,357,2015,1
India,30,3.4,21,5302,6,4300,22,21300,35,40000,913,2015,1
Indonesia,0,0,0,0,0,0,1,30,4,4000,0,2015,1
Iran,3.9,1.5,1,915,0,0,2,2000,7,6300,174,2015,1
Israel,0,0,0,0,0,0,0,0,1,1200,0,2015,1
Italy,0,0,0,0,0,0,0,0,0,0,0,2015,1
Japan,13.9,1.7,48,42569,3,3036,9,12947,3,4145,2119,2015,1
Jordan,0,0,0,0,0,0,2,2000,NA,NA,0,2015,1
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2015,1
Korea Dpr (North),0,0,0,0,0,0,0,0,1,950,0,2015,1
Korea Ro (South),132.5,27.6,23,20656,5,6870,8,11640,0,0,5022,2015,1
Lithuania,0,0,0,0,0,0,1,1350,0,0,0,2015,1
Malaysia,0,0,0,0,0,0,0,0,2,2000,0,2015,1
Mexico,11.4,4.6,2,1600,0,0,0,0,2,2000,277,2015,1
Netherlands,2.7,2.8,1,485,0,0,0,0,1,1000,103,2015,1
Pakistan,4.4,4.4,3,725,2,680,0,0,2,2000,99,2015,1
Poland,0,0,0,0,0,0,6,6000,0,0,0,2015,1
Romania,10.7,19.8,2,1310,0,0,2,1440,1,655,179,2015,1
Russia,161.8,17.5,34,25264,9,7968,31,32780,18,16000,5456,2015,1
Saudi Arabia,0,0,0,0,0,0,0,0,16,17000,0,2015,1
Slovakia,14.6,51.7,4,1816,2,942,0,0,1,1200,392,2015,1
Slovenia,5,33.6,1,696,0,0,0,0,1,1000,137,2015,1
South Africa,13.6,5.7,2,1830,0,0,0,0,8,9600,305,2015,1
Spain,54.3,19.7,7,7002,0,0,0,0,0,0,1274,2015,1
Sweden,63.7,42.7,10,9487,0,0,0,0,0,0,1516,2015,1
Switzerland,25,36.4,5,3252,0,0,0,0,3,4000,521,2015,1
Thailand,0,0,0,0,0,0,0,0,5,5000,0,2015,1
Turkey,0,0,0,0,0,0,4,4800,4,4500,0,2015,1
Ukraine,78.2,43.6,15,13168,0,0,2,1900,11,12000,2359,2015,1
Uae,0,0,0,0,3,4200,1,1400,10,14400,0,2015,1
United Kingdom,64.1,18.3,16,10038,0,0,4,6680,7,8920,1738,2015,1
Usa,790.2,19.4,99,98756,5,6018,5,6063,17,26000,18816,2015,1
Vietnam,0,0,0,0,0,0,4,4800,6,6700,0,2015,1
World,2359,11,437,377728,70,73514,183,203580,311,340170,65908,2015,1
Argentina,5.7,4.4,3,1627,1,27,0,0,3,1600,213,2014,12
Armenia,2.2,29.2,1,376,0,0,1,1060,NA,NA,87,2014,12
Bangladesh,0,0,0,0,0,0,2,2400,0,0,0,2014,12
Belarus,0,0,0,0,2,2400,0,0,2,2400,0,2014,12
Belgium,40.6,52,7,5943,0,0,0,0,0,0,1017,2014,12
Brazil,13.8,2.8,2,1901,1,1405,0,0,4,4000,325,2014,12
Bulgaria,13.3,30.7,2,1906,0,0,1,950,0,0,321,2014,12
Canada,94.3,16,19,13553,0,0,2,1500,3,3800,1784,2014,12
Chile,0,0,0,0,0,0,0,0,4,4400,0,2014,12
China,104.8,2.1,22,19095,26,28528,60,66220,120,124000,6296,2014,12
Czech Republic,29,35.9,6,3766,0,0,2,2400,1,1200,563,2014,12
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2014,12
Finland,22.7,33.3,4,2741,1,1700,1,1200,1,1500,480,2014,12
France,405.9,73.3,58,63130,1,1720,1,1720,1,1100,9927,2014,12
Germany,92.1,15.4,9,12003,0,0,0,0,0,0,1889,2014,12
Hungary,14.5,50.7,4,1889,0,0,2,2400,0,0,357,2014,12
India,30,3.4,21,5302,6,4300,22,21300,35,40000,913,2014,12
Indonesia,0,0,0,0,0,0,1,30,4,4000,0,2014,12
Iran,3.9,1.5,1,915,0,0,2,2000,7,6300,174,2014,12
Israel,0,0,0,0,0,0,0,0,1,1200,0,2014,12
Italy,0,0,0,0,0,0,0,0,0,0,0,2014,12
Japan,13.9,1.7,48,42569,3,3036,9,12947,3,4145,2119,2014,12
Jordan,0,0,0,0,0,0,2,2000,NA,NA,0,2014,12
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2014,12
Korea Dpr (North),0,0,0,0,0,0,0,0,1,950,0,2014,12
Korea Ro (South),132.5,27.6,23,20656,5,6870,8,11640,0,0,5022,2014,12
Lithuania,0,0,0,0,0,0,1,1350,0,0,0,2014,12
Malaysia,0,0,0,0,0,0,0,0,2,2000,0,2014,12
Mexico,11.4,4.6,2,1600,0,0,0,0,2,2000,277,2014,12
Netherlands,2.7,2.8,1,485,0,0,0,0,1,1000,103,2014,12
Pakistan,4.4,4.4,3,725,2,680,0,0,2,2000,99,2014,12
Poland,0,0,0,0,0,0,6,6000,0,0,0,2014,12
Romania,10.7,19.8,2,1310,0,0,2,1440,1,655,179,2014,12
Russia,161.8,17.5,33,24253,10,9068,31,32780,18,16000,5456,2014,12
Saudi Arabia,0,0,0,0,0,0,0,0,16,17000,0,2014,12
Slovakia,14.6,51.7,4,1816,2,942,0,0,1,1200,392,2014,12
Slovenia,5,33.6,1,696,0,0,0,0,1,1000,137,2014,12
South Africa,13.6,5.7,2,1830,0,0,0,0,8,9600,305,2014,12
Spain,54.3,19.7,7,7002,0,0,0,0,0,0,1274,2014,12
Sweden,63.7,42.7,10,9487,0,0,0,0,0,0,1516,2014,12
Switzerland,25,36.4,5,3252,0,0,0,0,3,4000,521,2014,12
Thailand,0,0,0,0,0,0,0,0,5,5000,0,2014,12
Turkey,0,0,0,0,0,0,4,4800,4,4500,0,2014,12
Ukraine,78.2,43.6,15,13168,0,0,2,1900,11,12000,2359,2014,12
Uae,0,0,0,0,3,4200,1,1400,10,14400,0,2014,12
United Kingdom,64.1,18.3,16,10038,0,0,4,6680,7,8920,1738,2014,12
Usa,790.2,19.4,100,99361,5,6018,5,6063,17,26000,18816,2014,12
Vietnam,0,0,0,0,0,0,4,4800,6,6700,0,2014,12
World,2359,11,437,377322,70,73594,179,198580,308,336170,65908,2014,12
Argentina,5.7,4.4,3,1627,1,27,0,0,3,1600,213,2014,10
Armenia,2.2,29.2,1,376,0,0,1,1060,NA,NA,87,2014,10
Bangladesh,0,0,0,0,0,0,2,2000,0,0,0,2014,10
Belarus,0,0,0,0,2,2400,0,0,2,2400,0,2014,10
Belgium,40.6,52,7,5943,0,0,0,0,0,0,1017,2014,10
Brazil,13.8,2.8,2,1901,1,1405,0,0,4,4000,325,2014,10
Bulgaria,13.3,30.7,2,1906,0,0,1,950,0,0,321,2014,10
Canada,94.3,16,19,13553,0,0,2,1500,3,3800,1784,2014,10
Chile,0,0,0,0,0,0,0,0,4,4400,0,2014,10
China,104.8,2.1,21,18075,27,29548,60,66220,120,124000,6296,2014,10
Czech Republic,29,35.9,6,3766,0,0,2,2400,1,1200,563,2014,10
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2014,10
Finland,22.7,33.3,4,2741,1,1700,0,0,2,2700,480,2014,10
France,405.9,73.3,58,63130,1,1720,1,1720,1,1100,9927,2014,10
Germany,92.1,15.4,9,12003,0,0,0,0,0,0,1889,2014,10
Hungary,14.5,50.7,4,1889,0,0,2,2400,0,0,357,2014,10
India,30,3.4,21,5302,6,4300,22,21300,35,40000,913,2014,10
Indonesia,0,0,0,0,0,0,1,30,4,4000,0,2014,10
Iran,3.9,1.5,1,915,0,0,1,1000,1,300,174,2014,10
Israel,0,0,0,0,0,0,0,0,1,1200,0,2014,10
Italy,0,0,0,0,0,0,0,0,0,0,0,2014,10
Japan,13.9,1.7,48,42569,3,3036,9,12947,3,4145,2119,2014,10
Jordan,0,0,0,0,0,0,1,1000,NA,NA,0,2014,10
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2014,10
Korea Dpr (North),0,0,0,0,0,0,0,0,1,950,0,2014,10
Korea Ro (South),132.5,27.6,23,20656,5,6870,6,8730,0,0,5022,2014,10
Lithuania,0,0,0,0,0,0,1,1350,0,0,0,2014,10
Malaysia,0,0,0,0,0,0,0,0,2,2000,0,2014,10
Mexico,11.4,4.6,2,1600,0,0,0,0,2,2000,277,2014,10
Netherlands,2.7,2.8,1,485,0,0,0,0,1,1000,103,2014,10
Pakistan,4.4,4.4,3,725,2,680,0,0,2,2000,99,2014,10
Poland,0,0,0,0,0,0,6,6000,0,0,0,2014,10
Romania,10.7,19.8,2,1310,0,0,2,1440,1,655,179,2014,10
Russia,161.8,17.5,33,24253,10,9068,31,32780,18,16000,5456,2014,10
Saudi Arabia,0,0,0,0,0,0,0,0,16,17000,0,2014,10
Slovakia,14.6,51.7,4,1816,2,942,0,0,1,1200,392,2014,10
Slovenia,5,33.6,1,696,0,0,0,0,1,1000,137,2014,10
South Africa,13.6,5.7,2,1830,0,0,0,0,6,9600,305,2014,10
Spain,54.3,19.7,7,7002,0,0,0,0,0,0,1274,2014,10
Sweden,63.7,42.7,10,9487,0,0,0,0,0,0,1516,2014,10
Switzerland,25,36.4,5,3252,0,0,0,0,3,4000,521,2014,10
Thailand,0,0,0,0,0,0,0,0,5,5000,0,2014,10
Turkey,0,0,0,0,0,0,4,4800,4,4500,0,2014,10
Ukraine,78.2,43.6,15,13168,0,0,2,1900,11,12000,2359,2014,10
Uae,0,0,0,0,3,4200,1,1400,10,14400,0,2014,10
United Kingdom,64.1,18.3,16,10038,0,0,4,6680,7,8920,1738,2014,10
Usa,790.2,19.4,100,99361,5,6018,5,6063,17,26000,18816,2014,10
Vietnam,0,0,0,0,0,0,4,4000,6,6700,0,2014,10
World,2359,11,436,376302,71,74614,174,191270,301,331370,65908,2014,10
Argentina,5.7,4.4,3,1627,1,27,0,0,3,1600,213,2014,8
Armenia,2.2,29.2,1,376,0,0,1,1060,NA,NA,87,2014,8
Bangladesh,0,0,0,0,0,0,2,2000,0,0,0,2014,8
Belarus,0,0,0,0,2,2400,0,0,2,2400,0,2014,8
Belgium,40.6,52,7,5943,0,0,0,0,0,0,1017,2014,8
Brazil,13.8,2.8,2,1901,1,1405,0,0,4,4000,325,2014,8
Bulgaria,13.3,30.7,2,1906,0,0,1,950,0,0,321,2014,8
Canada,94.3,16,19,13553,0,0,2,1500,3,3800,1784,2014,8
Chile,0,0,0,0,0,0,0,0,4,4400,0,2014,8
China,104.8,2.1,20,17055,29,33035,59,63735,118,122000,6296,2014,8
Czech Republic,29,35.9,6,3766,0,0,2,2400,1,1200,563,2014,8
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2014,8
Finland,22.7,33.3,4,2741,1,1700,0,0,2,2700,480,2014,8
France,405.9,73.3,58,63130,1,1720,1,1720,1,1100,9927,2014,8
Germany,92.1,15.4,9,12003,0,0,0,0,0,0,1889,2014,8
Hungary,14.5,50.7,4,1889,0,0,2,2400,0,0,357,2014,8
India,30,3.4,21,5302,6,4300,22,21300,35,40000,913,2014,8
Indonesia,0,0,0,0,0,0,1,30,4,4000,0,2014,8
Iran,3.9,1.5,1,915,0,0,1,1000,1,300,174,2014,8
Israel,0,0,0,0,0,0,0,0,1,1200,0,2014,8
Italy,0,0,0,0,0,0,0,0,0,0,0,2014,8
Japan,13.9,1.7,48,42569,3,3036,9,12947,3,4145,2119,2014,8
Jordan,0,0,0,0,0,0,1,1000,NA,NA,0,2014,8
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2014,8
Korea Dpr (North),0,0,0,0,0,0,0,0,1,950,0,2014,8
Korea Ro (South),132.5,27.6,23,20656,5,6870,6,8730,0,0,5022,2014,8
Lithuania,0,0,0,0,0,0,1,1350,0,0,0,2014,8
Malaysia,0,0,0,0,0,0,0,0,2,2000,0,2014,8
Mexico,11.4,4.6,2,1600,0,0,0,0,2,2000,277,2014,8
Netherlands,2.7,2.8,1,485,0,0,0,0,1,1000,103,2014,8
Pakistan,4.4,4.4,3,725,2,680,0,0,2,2000,99,2014,8
Poland,0,0,0,0,0,0,6,6000,0,0,0,2014,8
Romania,10.7,19.8,2,1310,0,0,2,1440,1,655,179,2014,8
Russia,161.8,17.5,33,24253,10,9160,31,32780,18,16000,5456,2014,8
Saudi Arabia,0,0,0,0,0,0,0,0,16,17000,0,2014,8
Slovakia,14.6,51.7,4,1816,2,942,0,0,1,1200,392,2014,8
Slovenia,5,33.6,1,696,0,0,0,0,1,1000,137,2014,8
South Africa,13.6,5.7,2,1830,0,0,0,0,6,9600,305,2014,8
Spain,54.3,19.7,7,7002,0,0,0,0,0,0,1274,2014,8
Sweden,63.7,42.7,10,9508,0,0,0,0,0,0,1516,2014,8
Switzerland,25,36.4,5,3252,0,0,0,0,3,4000,521,2014,8
Thailand,0,0,0,0,0,0,0,0,5,5000,0,2014,8
Turkey,0,0,0,0,0,0,4,4800,4,4500,0,2014,8
Ukraine,78.2,43.6,15,13168,0,0,2,1900,11,12000,2359,2014,8
Uae,0,0,0,0,2,2800,2,2800,10,14400,0,2014,8
United Kingdom,64.1,18.3,16,10038,0,0,4,6680,7,8920,1738,2014,8
Usa,790.2,19.4,100,99361,5,6018,5,6063,17,26000,18816,2014,8
Vietnam,0,0,0,0,0,0,4,4000,6,6700,0,2014,8
World,2359,11,435,375303,72,76793,174,190185,299,329370,65908,2014,8
Argentina,5.7,4.4,2,935,2,772,0,0,3,1600,213,2014,6
Armenia,2.2,29.2,1,376,0,0,1,1060,NA,NA,87,2014,6
Bangladesh,0,0,0,0,0,0,2,2000,0,0,0,2014,6
Belarus,0,0,0,0,2,2400,0,0,2,2400,0,2014,6
Belgium,40.6,52,7,5943,0,0,0,0,0,0,1017,2014,6
Brazil,13.8,2.8,2,1901,1,1405,0,0,4,4000,325,2014,6
Bulgaria,13.3,30.7,2,1906,0,0,1,950,0,0,321,2014,6
Canada,94.3,16,19,13553,0,0,2,1500,3,3800,1784,2014,6
Chile,0,0,0,0,0,0,0,0,4,4400,0,2014,6
China,104.8,2.1,20,17055,29,33035,57,61235,118,122000,6296,2014,6
Czech Republic,29,35.9,6,3766,0,0,2,2400,1,1200,563,2014,6
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2014,6
Finland,22.7,33.3,4,2741,1,1700,0,0,2,2700,480,2014,6
France,405.9,73.3,58,63130,1,1720,1,1720,1,1100,9927,2014,6
Germany,92.1,15.4,9,12003,0,0,0,0,0,0,1889,2014,6
Hungary,14.5,50.7,4,1889,0,0,2,2400,0,0,357,2014,6
India,30,3.4,21,5302,6,4300,22,21300,35,40000,913,2014,6
Indonesia,0,0,0,0,0,0,1,30,4,4000,0,2014,6
Iran,3.9,1.5,1,915,0,0,1,1000,1,300,174,2014,6
Israel,0,0,0,0,0,0,0,0,1,1200,0,2014,6
Italy,0,0,0,0,0,0,0,0,10,17000,0,2014,6
Japan,13.9,1.7,48,42569,3,3036,9,12947,3,4145,2119,2014,6
Jordan,0,0,0,0,0,0,1,1000,NA,NA,0,2014,6
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2014,6
Korea Dpr (North),0,0,0,0,0,0,0,0,1,950,0,2014,6
Korea Ro (South),132.5,27.6,23,20656,5,6870,6,8730,0,0,5022,2014,6
Lithuania,0,0,0,0,0,0,1,1350,0,0,0,2014,6
Malaysia,0,0,0,0,0,0,0,0,2,2000,0,2014,6
Mexico,11.4,4.6,2,1600,0,0,0,0,2,2000,277,2014,6
Netherlands,2.7,2.8,1,485,0,0,0,0,1,1000,103,2014,6
Pakistan,4.4,4.4,3,725,2,680,0,0,2,2000,99,2014,6
Poland,0,0,0,0,0,0,6,6000,0,0,0,2014,6
Romania,10.7,19.8,2,1310,0,0,2,1310,1,655,179,2014,6
Russia,161.8,17.5,33,24253,10,9160,31,32780,18,16000,5456,2014,6
Saudi Arabia,0,0,0,0,0,0,0,0,16,17000,0,2014,6
Slovakia,14.6,51.7,4,1816,2,942,0,0,1,1200,392,2014,6
Slovenia,5,33.6,1,696,0,0,0,0,1,1000,137,2014,6
South Africa,13.6,5.7,2,1830,0,0,0,0,6,9600,305,2014,6
Spain,54.3,19.7,7,7002,0,0,0,0,0,0,1274,2014,6
Sweden,63.7,42.7,10,9508,0,0,0,0,0,0,1516,2014,6
Switzerland,25,36.4,5,3252,0,0,0,0,3,4000,521,2014,6
Thailand,0,0,0,0,0,0,0,0,5,5000,0,2014,6
Turkey,0,0,0,0,0,0,4,4800,4,4500,0,2014,6
Ukraine,78.2,43.6,15,13168,0,0,2,1900,11,12000,2359,2014,6
Uae,0,0,0,0,2,2800,2,2800,10,14400,0,2014,6
United Kingdom,64.1,18.3,16,10038,0,0,4,6680,7,8920,1738,2014,6
Usa,790.2,19.4,100,99361,5,6018,5,6063,17,26000,18816,2014,6
Vietnam,0,0,0,0,0,0,4,4000,6,6700,0,2014,6
World,2359,11,434,374611,73,77538,172,188755,309,346370,65908,2014,6
Argentina,5.9,4.7,2,935,2,772,0,0,3,1600,213,2014,4
Armenia,2.1,26.6,1,376,0,0,1,1060,NA,NA,87,2014,4
Bangladesh,0,0,0,0,0,0,2,2000,0,0,0,2014,4
Belarus,0,0,0,0,1,1200,1,1200,2,2400,0,2014,4
Belgium,38.5,51,7,5943,0,0,0,0,0,0,1017,2014,4
Brazil,15.2,3.1,2,1901,1,1405,0,0,4,4000,325,2014,4
Bulgaria,14.9,31.6,2,1906,0,0,1,950,0,0,321,2014,4
Canada,89.1,15.3,19,13553,0,0,2,1500,3,3800,1784,2014,4
Chile,0,0,0,0,0,0,0,0,4,4400,0,2014,4
China,92.7,2,20,17055,29,33035,57,61235,118,122000,6296,2014,4
Czech Republic,28.6,35.3,6,3766,0,0,2,2400,1,1200,563,2014,4
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2014,4
Finland,22.1,32.6,4,2741,1,1700,0,0,2,2700,480,2014,4
France,407.4,74.8,58,63130,1,1720,1,1720,1,1100,9927,2014,4
Germany,94.1,16.1,9,12003,0,0,0,0,0,0,1889,2014,4
Hungary,14.8,45.9,4,1889,0,0,2,2400,0,0,357,2014,4
India,29.7,3.6,21,5302,6,4300,22,21300,35,40000,913,2014,4
Indonesia,0,0,0,0,0,0,1,30,4,4000,0,2014,4
Iran,1.3,0.6,1,915,0,0,1,1000,1,300,174,2014,4
Israel,0,0,0,0,0,0,0,0,1,1200,0,2014,4
Italy,0,0,0,0,0,0,0,0,10,17000,0,2014,4
Japan,17.2,2.1,48,42569,3,3036,9,12947,3,4145,2119,2014,4
Jordan,0,0,0,0,0,0,1,1000,NA,NA,0,2014,4
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2014,4
Korea Dpr (North),0,0,0,0,0,0,0,0,1,950,0,2014,4
Korea Ro (South),143.5,30.4,23,20656,5,6870,6,8730,0,0,5022,2014,4
Lithuania,0,0,0,0,0,0,1,1350,0,0,0,2014,4
Malaysia,0,0,0,0,0,0,0,0,2,2000,0,2014,4
Mexico,8.4,4.7,2,1600,0,0,0,0,2,2000,277,2014,4
Netherlands,3.7,4.4,1,485,0,0,0,0,1,1000,103,2014,4
