"International_data"
"https://www.eia.gov/beta/international/data/browser/#/?pa=0000000000000000000007vo70000fvu&c=000000020000000000000000000000000000000000000002&ct=0&tl_id=2-A&vs=INTL.2-7-CHN-MK.A&cy=2016&vo=0&v=H&end=2017"
"Fri Jul 05 2019 08:02:47 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
,,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"","United States","Million Kw",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.095,16.621,17.396,18.838,19.463,22.091,24.995,30.8565,39.4076,49.4398,54.6951,62.6406,78.8841,84.9071,100.7229,114.4457,134.5591,-
"","Geothermal","Million Kw"
"","China","Million Kw",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.026,0.026,0.026,0.026,0.026,0.0278,0.0278,0.0278,0.024,0.024,0.024,0.024,0.027,0.027,0.027,0.027,0.027,-
"","United States","Million Kw",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.793,2.216,2.252,2.133,2.152,2.285,2.274,2.214,2.229,2.3819,2.4046,2.4092,2.5921,2.607,2.5143,2.5415,2.5166,-
"","Solar, Tide, Wave, Fuel Cell",""
"","Solar, Tide, Wave, Fuel Cell","Million Kw"
"","China","Million Kw",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.07,0.08,0.1,0.15,0.3,0.897,3.097,3.414,15.894,26.504,43.204,77.424,-
"","United States","Million Kw",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.386,0.392,0.397,0.397,0.398,0.411,0.411,0.5015,0.5356,0.6185,0.8664,1.5235,3.1701,6.6225,17.6499,23.4418,34.7159,-
"","Tide, Wave, Fuel Cell",""
"","Tide and Wave","Million Kw"
"","China","Million Kw",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.004,0.004,0.004,0.004,0.004,-
"","United States","Million Kw",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
"","Solar","Million Kw"
"","China","Million Kw",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0.07,0.08,0.1,0.15,0.3,0.893,3.093,3.41,15.89,26.5,43.2,77.42,-
"","United States","Million Kw",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.386,0.392,0.397,0.397,0.398,0.411,0.411,0.5015,0.5356,0.6185,0.8664,1.5235,3.1701,6.6225,17.6499,23.4418,34.7159,-
"","Wind","Million Kw"
"","China","Million Kw",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.341,0.383,0.449,0.547,0.763,1.06,2.07,4.2,8.39,17.6,29.58,46.23,61.42,76.52,96,129,149,-
"","United States","Million Kw",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.377,3.864,4.417,5.995,6.456,8.706,11.329,16.515,24.651,34.2958,39.1345,45.6759,59.0748,59.9734,64.2315,72.5734,81.2866,-
"","Biomass and Waste","Million Kw"
"","China","Million Kw",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1,1.12,1.65,1.85,1.9,2,2.5,3,3.3,4.6,3.45,3.81,4.62,6.09,6.65,7.98,9.27,-
"","United States","Million Kw",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.539,10.149,10.33,10.313,10.457,10.689,10.981,11.626,11.992,12.1436,12.2896,13.032,14.0471,15.7042,16.3272,15.889,16.04,-
"","Fossil Fuels","Million Kw"
"","China","Million Kw",45.551,47.2,49.4,52.28,54.52,60.63,66.277,72.704,82.799,92.055,101.845,113.289,125.598,137.087,148.8222,162.9902,178.764,192.408,210.124,223.434,237.54,253.012,265.547,289.771,329.483,391.376,484.05,554.52,601.3,651.08,709.67,768.34,819.68,870.09,923.63,990.2,1054,-
"","United States","Million Kw",444.1035,458.87114,469.558125,472.766009,478.579479,484.955389,488.337925,488.842225,490.609927,519.392172,527.77175,531.398326,536.733054,541.778483,549.99848,554.150013,561.698699,564.083352,563.875609,572.593052,598.883,634.894,689.521,731.185,745.446,757.052,761.603,763.995,770.222,774.2788,782.1757,786.2474,781.1576,774.3268,774.2942,758.476,750.2824,-
"","Hydroelectric Pumped Storage","Million Kw"
"","China","Million Kw",--,--,--,--,--,--,--,--,--,--,--,--,--,0.6,1.2,1.4,1.6,2,2.3,3.5,5,5,5,5,5,5.6,6.2,8.945,10.2,14.21,16.61,18.38,20.33,21.53,22.11,23.03,26.69,-
"","United States","Million Kw",NA,NA,NA,NA,NA,NA,NA,NA,NA,18.094424,19.462024,18.413574,21.189744,21.146398,21.207898,21.386568,21.110218,19.310098,19.518498,19.565298,19.522,19.664,20.371,20.522,20.764,21.347,21.461,21.886,21.858,22.1604,22.1989,22.2926,22.3683,22.3893,22.4851,22.5751,22.7787,-
"","Generation",""
"","Generation","Billion Kwh"
"","China","Billion Kwh",285.474,294.017,311.758,334.636,358.72,390.678,427.349,472.472,517.849,555.538,590.346,643.116,716.04,795.733,880.411,956.307,1005.499,1070.225,1103.697,1172.261,1280.613,1426.677,1584.671,1810.261,2103.526,2373.002,2716.712,3108.028,3297.471,3527.342,3984.01962,4461.70656,4735.54358,5170.66002,5387.91056,5562.47586,5882.94354,se|6135
"","United States","Billion Kwh",2289.600789,2297.973836,2244.37224,2313.445566,2419.465819,2473.002395,2490.470889,2575.287284,2707.41113,2963.344817,3034.244205,3069.095911,3080.201598,3193.747086,3243.904191,3349.438948,3440.680581,3488.631543,3616.804776,3690.879903,3797.417806,3736.77224502,3858.60495159,3883.36391664,3970.77589449,4055.7539549,4065.18618212,4157.42772673,4120.4846398,3951.80623839,4127.38832256,4103.83208045,4053.69406971,4074.09505881,4104.83868235,4091.74033034,4095.48740621,4038.993
"","Nuclear","Billion Kwh"
"","China","Billion Kwh",0,0,0,0,0,0,0,0,0,0,0,0,0.5,2.47,13.5,12.38,13.62,11.35,13.46,14.089,15.903,16.597,25.166,41.661,47.946,50.332,51.81,59.299,65.325,65.713,70.962,82.569,92.652,110.71,123.808,161.202,197.829,-
"","United States","Billion Kwh",251.116,272.674,282.773,293.677,327.634,383.691,414.038,455.27,526.973,529.355,576.862,612.565,618.776,610.291,640.44,673.402,674.729,628.644,673.702,728.254,753.893,768.826,780.064,763.733,788.528,781.986,787.219,806.425,806.208,798.855,806.968,790.204,769.331,789.016,797.166,797.178,805.694,-
"","Renewables",""
"","Renewables","Billion Kwh"
"","China","Billion Kwh",57.618,64.845,73.656,85.536,85.932,91.476,93.555,99.198,108.009,117.216,125.14,123.86,130.202,149.219,165.74,187.87,186.575,195.447,205.005,213.716,223.246,277.869,288.437,284.368,353.823,397.67,437.902,488.729,609.146,657.629,783.623,792.507,997.602,1106.628,1283.425,1397.766,1539.552,-
"","United States","Billion Kwh",284.688332,269.898656,317.537797,341.747236,332.949558,295.035032,305.508137,265.122621,238.085091,325.360874,357.270281,357.809415,326.897369,356.75065,336.709436,384.85365,423.021452,433.707535,400.504859,399.053021,356.585188,299.76493502,357.11770259,369.51602564,365.93805049,370.8032819,399.22989712,365.66137173,393.8333678,431.12702739,442.56014156,531.18121745,514.28931871,543.79243481,563.27327435,572.40806434,642.01170721,-
"","Hydroelectricity","Billion Kwh"
"","China","Billion Kwh",57.618,64.845,73.656,85.536,85.932,91.476,93.555,99.198,108.009,117.216,125.136,123.849,130.185,149.193,165.352,184.902,185.051,192.624,202.257,210.801,220.19,274.658,285.094,280.844,350.009,393.047,431.428,480.411,579.335,609.484,704.269,681.165,854.166,900.515,1040.626,1103.325,1150.948,-
"","United States","Billion Kwh",279.18209,263.844664,312.374013,335.290855,324.311365,284.310538,294.005219,252.856093,226.100803,271.976936,292.865846,288.994189,253.088003,280.494008,260.125733,310.832748,347.162063,356.453295,323.335661,319.536029,275.572597,216.961045,264.328831,275.806323,268.417308,270.321255,289.246416,247.509974,254.831385,273.445094,260.203069,319.354904,276.240223,268.565383,259.366622,249.080085,267.812153,-
"","Non-Hydroelectric Renewables",""
"","Non-Hydroelectric Renewables","Billion Kwh"
"","China","Billion Kwh",0,0,0,0,0,0,0,0,0,0,0.004,0.011,0.017,0.026,0.388,2.968,1.524,2.823,2.748,2.915,3.056,3.211,3.343,3.524,3.814,4.623,6.474,8.318,29.811,48.145,79.354,111.342,143.436,206.113,242.799,294.441,388.604,-
"","United States","Billion Kwh",5.506242,6.053992,5.163784,6.456381,8.638193,10.724494,11.502918,12.266528,11.984288,53.383938,64.404435,68.815226,73.809366,76.256642,76.583703,74.020902,75.859389,77.25424,77.169198,79.516992,81.012591,82.80389002,92.78887159,93.70970264,97.52074249,100.4820269,109.98348112,118.15139773,139.0019828,157.68193339,182.35707256,211.82631345,238.04909571,275.22705181,303.90665235,323.32797934,374.19955421,-
"","Geothermal","Billion Kwh"
"","China","Billion Kwh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115,0.126,0.116,0.144,0.153,0.162,0.125,0.125,0.125,0.125,0.125,0.125,-
"","United States","Billion Kwh",5.073079,5.686163,4.842865,6.075101,7.740504,9.32523,10.307954,10.775461,10.300079,14.593443,15.434271,15.966444,16.137962,16.788565,15.535453,13.378258,14.328684,14.726102,14.773918,14.827013,14.093158,13.740501,14.49131,14.424231,14.810975,14.691745,14.568029,14.637213,14.839977,15.008658,15.219213,15.316068,15.562426,15.774674,15.876941,15.917575,15.825807,-
"","Wind","Billion Kwh"
"","China","Billion Kwh",0,0,0,0,0,0,0,0,0,0,0.002,0.009,0.014,0.022,0.04,0.064,0.098,0.206,0.37,0.494,0.615,0.749,0.873,1.039,1.332,2.028,3.868,5.71,14.8,26.9,44.622,70.331,95.978,141.2,156.08,185.77,237.07,-
"","United States","Billion Kwh",0,0,0,0.002668,0.00649,0.005762,0.004189,0.003541,0.000871,2.112043,2.7886,2.950951,2.887523,3.005827,3.447109,3.164253,3.234069,3.288035,3.025696,4.487998,5.593261,6.737331,10.35428,11.187466,14.143741,17.810549,26.589137,34.449927,55.3631,73.886132,94.652246,120.176599,140.821703,167.839745,181.655282,190.718548,226.992562,-
"","Solar, Tide, Wave, Fuel Cell",""
"","Solar, Tide, Wave, Fuel Cell","Billion Kwh"
"","China","Billion Kwh",0,0,0,0,0,0,0,0,0,0,0.002,0.002,0.003,0.004,0.005,0.007,0.009,0.011,0.014,0.017,0.02,0.024,0.04,0.063,0.068,0.074,0.084,0.105,0.152,0.392,0.707,2.617,6.366,15.485,29.238,44.817,75.296,-
"","United States","Billion Kwh",0,0,0,0,0.005248,0.01063,0.014032,0.010497,0.009094,0.278897,0.399296,0.507727,0.439184,0.505812,0.535182,0.552338,0.58499,0.582589,0.583265,0.589072,0.599992,0.671659,0.707623,0.712411,0.796172,0.881864,0.991295,1.294549,1.961629,2.366075,3.540905,5.509217,10.255734,17.167084,28.92369,39.032171,54.866492,-
"","Tide, Wave, Fuel Cell",""
"","Tide and Wave","Billion Kwh"
"","China","Billion Kwh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.007,0.007,0.008,0.008,0.008,0.011,-
"","United States","Billion Kwh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
"","Solar","Billion Kwh"
"","China","Billion Kwh",0,0,0,0,0,0,0,0,0,0,0.002,0.002,0.003,0.004,0.005,0.007,0.009,0.011,0.014,0.017,0.02,0.024,0.04,0.063,0.068,0.074,0.084,0.105,0.152,0.392,0.7,2.61,6.359,15.477,29.23,44.809,75.285,-
"","United States","Billion Kwh",0,0,0,0,0.005248,0.01063,0.014032,0.010497,0.009094,0.278897,0.399296,0.507727,0.439184,0.505812,0.535182,0.552338,0.58499,0.582589,0.583265,0.589072,0.599992,0.671659,0.707623,0.712411,0.796172,0.881864,0.991295,1.294549,1.961629,2.366075,3.540905,5.509217,10.255734,17.167084,28.92369,39.032171,54.866492,-
"","Biomass and Waste","Billion Kwh"
"","China","Billion Kwh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343,2.897,1.417,2.606,2.364,2.404,2.421,2.438,2.43,2.422,2.414,2.406,2.396,2.387,14.715,20.7,33.863,38.269,40.967,49.303,57.356,63.729,76.113,-
"","United States","Billion Kwh",0.433163,0.367829,0.320919,0.378612,0.885951,1.382872,1.176743,1.477029,1.674244,36.399555,45.782268,49.390104,54.344697,55.956438,57.065959,56.926053,57.711646,58.657514,58.786319,59.612909,60.72618,61.65439902,67.23565859,67.38559464,67.76985449,67.0978689,67.83502012,67.76970873,66.8372768,66.42106839,68.94470856,70.82442945,71.40923271,74.44554881,77.45073935,77.65968534,76.51469321,-
"","Fossil Fuels","Billion Kwh"
"","China","Billion Kwh",227.856,229.172,238.102,249.1,272.788,299.202,333.794,373.274,409.84,438.322,465.206,519.256,585.338,644.044,701.171,756.057,805.304,863.428,885.232,944.456,1041.464,1132.211,1271.068,1484.232,1701.757,1925,2227,2560,2623,2804,3132.66562,3589.97656,3648.24058,3956.67902,3984.91756,4008.17786,4157.28254,-
"","United States","Billion Kwh",1753.796457,1755.40118,1644.061443,1678.02133,1758.882261,1794.276363,1770.924752,1854.894663,1942.353039,2108.628943,2103.619665,2103.262931,2138.704811,2230.741008,2270.13258,2293.908429,2346.018207,2430.319913,2547.065197,2569.669781,2692.478478,2677.004755,2730.166177,2758.649956,2824.798054,2909.522461,2885.295127,2992.237707,2926.731334,2726.451556,2883.361313,2788.867379,2775.024247,2745.967657,2750.572956,2727.245754,2654.467826,-
"","Hydroelectric Pumped Storage","Billion Kwh"
"","China","Billion Kwh",0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-3.231,-3.346,-2.951,-3.357,-4.24,-4.67,-11.72,-
"","United States","Billion Kwh",0,0,0,0,0,0,0,0,0,0,-3.507741,-4.541435,-4.176582,-4.035572,-3.377825,-2.725131,-3.088078,-4.039905,-4.46728,-6.096899,-5.53886,-8.823445,-8.742928,-8.535065,-8.48821,-6.557788,-6.557842,-6.896352,-6.288062,-4.627345,-5.501132,-6.420516,-4.950496,-4.681033,-6.173548,-5.091488,-6.686127,-
