category,unit,type,year,country,value
Biomass and Waste,Billion Kwh,Generation,2006,USA,67.83502012
Biomass and Waste,Billion Kwh,Generation,2007,USA,67.76970872999999
Biomass and Waste,Billion Kwh,Generation,2008,USA,66.8372768
Biomass and Waste,Billion Kwh,Generation,2009,USA,66.42106839
Biomass and Waste,Billion Kwh,Generation,2010,USA,68.94470856000001
Biomass and Waste,Billion Kwh,Generation,2011,USA,70.82442945000001
Biomass and Waste,Billion Kwh,Generation,2012,USA,71.40923271
Biomass and Waste,Billion Kwh,Generation,2013,USA,74.44554880999999
Biomass and Waste,Billion Kwh,Generation,2014,USA,77.45073934999999
Biomass and Waste,Billion Kwh,Generation,2015,USA,77.65968534
Biomass and Waste,Billion Kwh,Generation,2016,USA,76.51469321000002
Biomass and Waste,Billion Kwh,Generation,2017,USA,0
Biomass and Waste,Million Kw,Capacity,1980,USA,0
Biomass and Waste,Million Kw,Capacity,1981,USA,0
Biomass and Waste,Million Kw,Capacity,1982,USA,0
Biomass and Waste,Million Kw,Capacity,1983,USA,0
Biomass and Waste,Million Kw,Capacity,1984,USA,0
Biomass and Waste,Million Kw,Capacity,1985,USA,0
Biomass and Waste,Million Kw,Capacity,1986,USA,0
Biomass and Waste,Million Kw,Capacity,1987,USA,0
Biomass and Waste,Million Kw,Capacity,1988,USA,0
Biomass and Waste,Million Kw,Capacity,1989,USA,0
Biomass and Waste,Million Kw,Capacity,1990,USA,0
Biomass and Waste,Million Kw,Capacity,1991,USA,0
Biomass and Waste,Million Kw,Capacity,1992,USA,0
Biomass and Waste,Million Kw,Capacity,1993,USA,0
Biomass and Waste,Million Kw,Capacity,1994,USA,0
Biomass and Waste,Million Kw,Capacity,1995,USA,0
Biomass and Waste,Million Kw,Capacity,1996,USA,0
Biomass and Waste,Million Kw,Capacity,1997,USA,0
Biomass and Waste,Million Kw,Capacity,1998,USA,0
Biomass and Waste,Million Kw,Capacity,1999,USA,0
Biomass and Waste,Million Kw,Capacity,2000,USA,10.539
Biomass and Waste,Million Kw,Capacity,2001,USA,10.149
Biomass and Waste,Million Kw,Capacity,2002,USA,10.33
Biomass and Waste,Million Kw,Capacity,2003,USA,10.313
Biomass and Waste,Million Kw,Capacity,2004,USA,10.457
Biomass and Waste,Million Kw,Capacity,2005,USA,10.689
Biomass and Waste,Million Kw,Capacity,2006,USA,10.981
Biomass and Waste,Million Kw,Capacity,2007,USA,11.626
Biomass and Waste,Million Kw,Capacity,2008,USA,11.992
Biomass and Waste,Million Kw,Capacity,2009,USA,12.1436
Biomass and Waste,Million Kw,Capacity,2010,USA,12.2896
Biomass and Waste,Million Kw,Capacity,2011,USA,13.032
Biomass and Waste,Million Kw,Capacity,2012,USA,14.047099999999999
Biomass and Waste,Million Kw,Capacity,2013,USA,15.704199999999998
Biomass and Waste,Million Kw,Capacity,2014,USA,16.3272
Biomass and Waste,Million Kw,Capacity,2015,USA,15.889000000000001
Biomass and Waste,Million Kw,Capacity,2016,USA,16.04
Biomass and Waste,Million Kw,Capacity,2017,USA,0
Fossil Fuels,Billion Kwh,Generation,1980,USA,1753.7964570000001
Fossil Fuels,Billion Kwh,Generation,1981,USA,1755.40118
Fossil Fuels,Billion Kwh,Generation,1982,USA,1644.0614429999998
Fossil Fuels,Billion Kwh,Generation,1983,USA,1678.0213299999998
Fossil Fuels,Billion Kwh,Generation,1984,USA,1758.882261
Fossil Fuels,Billion Kwh,Generation,1985,USA,1794.2763630000002
Fossil Fuels,Billion Kwh,Generation,1986,USA,1770.9247520000001
Fossil Fuels,Billion Kwh,Generation,1987,USA,1854.894663
Fossil Fuels,Billion Kwh,Generation,1988,USA,1942.3530389999999
Fossil Fuels,Billion Kwh,Generation,1989,USA,2108.6289429999997
Fossil Fuels,Billion Kwh,Generation,1990,USA,2103.6196649999997
Fossil Fuels,Billion Kwh,Generation,1991,USA,2103.2629309999998
Fossil Fuels,Billion Kwh,Generation,1992,USA,2138.7048109999996
Fossil Fuels,Billion Kwh,Generation,1993,USA,2230.741008
Fossil Fuels,Billion Kwh,Generation,1994,USA,2270.13258
Fossil Fuels,Billion Kwh,Generation,1995,USA,2293.9084289999996
Fossil Fuels,Billion Kwh,Generation,1996,USA,2346.018207
Fossil Fuels,Billion Kwh,Generation,1997,USA,2430.3199130000007
Fossil Fuels,Billion Kwh,Generation,1998,USA,2547.0651970000004
Fossil Fuels,Billion Kwh,Generation,1999,USA,2569.6697809999996
Fossil Fuels,Billion Kwh,Generation,2000,USA,2692.478478
Fossil Fuels,Billion Kwh,Generation,2001,USA,2677.004755
Fossil Fuels,Billion Kwh,Generation,2002,USA,2730.166177
Fossil Fuels,Billion Kwh,Generation,2003,USA,2758.649956
Fossil Fuels,Billion Kwh,Generation,2004,USA,2824.798054
Fossil Fuels,Billion Kwh,Generation,2005,USA,2909.5224609999996
Fossil Fuels,Billion Kwh,Generation,2006,USA,2885.2951270000003
Fossil Fuels,Billion Kwh,Generation,2007,USA,2992.2377070000002
Fossil Fuels,Billion Kwh,Generation,2008,USA,2926.7313340000005
Fossil Fuels,Billion Kwh,Generation,2009,USA,2726.451556000001
Fossil Fuels,Billion Kwh,Generation,2010,USA,2883.361313000001
Fossil Fuels,Billion Kwh,Generation,2011,USA,2788.8673790000003
Fossil Fuels,Billion Kwh,Generation,2012,USA,2775.024247
Fossil Fuels,Billion Kwh,Generation,2013,USA,2745.967657
Fossil Fuels,Billion Kwh,Generation,2014,USA,2750.5729560000004
Fossil Fuels,Billion Kwh,Generation,2015,USA,2727.245754
Fossil Fuels,Billion Kwh,Generation,2016,USA,2654.467826
Fossil Fuels,Billion Kwh,Generation,2017,USA,0
Fossil Fuels,Million Kw,Capacity,1980,USA,444.1035
Fossil Fuels,Million Kw,Capacity,1981,USA,458.87113999999997
Fossil Fuels,Million Kw,Capacity,1982,USA,469.55812499999996
Fossil Fuels,Million Kw,Capacity,1983,USA,472.76600899999994
Fossil Fuels,Million Kw,Capacity,1984,USA,478.579479
Fossil Fuels,Million Kw,Capacity,1985,USA,484.95538899999997
Fossil Fuels,Million Kw,Capacity,1986,USA,488.337925
Fossil Fuels,Million Kw,Capacity,1987,USA,488.84222500000004
Fossil Fuels,Million Kw,Capacity,1988,USA,490.609927
Fossil Fuels,Million Kw,Capacity,1989,USA,519.392172
Fossil Fuels,Million Kw,Capacity,1990,USA,527.7717500000001
Fossil Fuels,Million Kw,Capacity,1991,USA,531.398326
Fossil Fuels,Million Kw,Capacity,1992,USA,536.733054
Fossil Fuels,Million Kw,Capacity,1993,USA,541.7784830000002
Fossil Fuels,Million Kw,Capacity,1994,USA,549.9984800000001
Fossil Fuels,Million Kw,Capacity,1995,USA,554.150013
Fossil Fuels,Million Kw,Capacity,1996,USA,561.698699
Fossil Fuels,Million Kw,Capacity,1997,USA,564.0833520000001
Fossil Fuels,Million Kw,Capacity,1998,USA,563.8756089999999
Fossil Fuels,Million Kw,Capacity,1999,USA,572.5930520000001
Fossil Fuels,Million Kw,Capacity,2000,USA,598.883
Fossil Fuels,Million Kw,Capacity,2001,USA,634.894
Fossil Fuels,Million Kw,Capacity,2002,USA,689.521
Fossil Fuels,Million Kw,Capacity,2003,USA,731.1850000000001
Fossil Fuels,Million Kw,Capacity,2004,USA,745.4459999999999
Fossil Fuels,Million Kw,Capacity,2005,USA,757.0519999999999
Fossil Fuels,Million Kw,Capacity,2006,USA,761.6030000000001
Fossil Fuels,Million Kw,Capacity,2007,USA,763.995
Fossil Fuels,Million Kw,Capacity,2008,USA,770.222
Fossil Fuels,Million Kw,Capacity,2009,USA,774.2788000000002
Fossil Fuels,Million Kw,Capacity,2010,USA,782.1757000000001
Fossil Fuels,Million Kw,Capacity,2011,USA,786.2474
Fossil Fuels,Million Kw,Capacity,2012,USA,781.1575999999999
Fossil Fuels,Million Kw,Capacity,2013,USA,774.3267999999999
Fossil Fuels,Million Kw,Capacity,2014,USA,774.2942
Fossil Fuels,Million Kw,Capacity,2015,USA,758.476
Fossil Fuels,Million Kw,Capacity,2016,USA,750.2824
Fossil Fuels,Million Kw,Capacity,2017,USA,0
Geothermal,Billion Kwh,Generation,1980,USA,5.073079000000001
Geothermal,Billion Kwh,Generation,1981,USA,5.6861630000000005
Geothermal,Billion Kwh,Generation,1982,USA,4.842865
Geothermal,Billion Kwh,Generation,1983,USA,6.075101
Geothermal,Billion Kwh,Generation,1984,USA,7.740504
Geothermal,Billion Kwh,Generation,1985,USA,9.325230000000001
Geothermal,Billion Kwh,Generation,1986,USA,10.307954
Geothermal,Billion Kwh,Generation,1987,USA,10.775461
Geothermal,Billion Kwh,Generation,1988,USA,10.300079
Geothermal,Billion Kwh,Generation,1989,USA,14.593443
Geothermal,Billion Kwh,Generation,1990,USA,15.434270999999997
Geothermal,Billion Kwh,Generation,1991,USA,15.966444000000003
Geothermal,Billion Kwh,Generation,1992,USA,16.137962000000005
Geothermal,Billion Kwh,Generation,1993,USA,16.788565
Geothermal,Billion Kwh,Generation,1994,USA,15.535453
Geothermal,Billion Kwh,Generation,1995,USA,13.378257999999999
Geothermal,Billion Kwh,Generation,1996,USA,14.328684
Geothermal,Billion Kwh,Generation,1997,USA,14.726102
Geothermal,Billion Kwh,Generation,1998,USA,14.773917999999998
Geothermal,Billion Kwh,Generation,1999,USA,14.827012999999999
Geothermal,Billion Kwh,Generation,2000,USA,14.093157999999999
Geothermal,Billion Kwh,Generation,2001,USA,13.740500999999998
Geothermal,Billion Kwh,Generation,2002,USA,14.491309999999999
Geothermal,Billion Kwh,Generation,2003,USA,14.424230999999999
Geothermal,Billion Kwh,Generation,2004,USA,14.810975
Geothermal,Billion Kwh,Generation,2005,USA,14.691745
Geothermal,Billion Kwh,Generation,2006,USA,14.568029
Geothermal,Billion Kwh,Generation,2007,USA,14.637212999999997
Geothermal,Billion Kwh,Generation,2008,USA,14.839977
Geothermal,Billion Kwh,Generation,2009,USA,15.008657999999999
Geothermal,Billion Kwh,Generation,2010,USA,15.219212999999998
Geothermal,Billion Kwh,Generation,2011,USA,15.316068
Geothermal,Billion Kwh,Generation,2012,USA,15.562426000000002
Geothermal,Billion Kwh,Generation,2013,USA,15.774674
Geothermal,Billion Kwh,Generation,2014,USA,15.876941
Geothermal,Billion Kwh,Generation,2015,USA,15.917575
Geothermal,Billion Kwh,Generation,2016,USA,15.825807000000001
Geothermal,Billion Kwh,Generation,2017,USA,0
Geothermal,Million Kw,Capacity,1980,USA,0
Geothermal,Million Kw,Capacity,1981,USA,0
Geothermal,Million Kw,Capacity,1982,USA,0
Geothermal,Million Kw,Capacity,1983,USA,0
Geothermal,Million Kw,Capacity,1984,USA,0
Geothermal,Million Kw,Capacity,1985,USA,0
Geothermal,Million Kw,Capacity,1986,USA,0
Geothermal,Million Kw,Capacity,1987,USA,0
Geothermal,Million Kw,Capacity,1988,USA,0
Geothermal,Million Kw,Capacity,1989,USA,0
Geothermal,Million Kw,Capacity,1990,USA,0
Geothermal,Million Kw,Capacity,1991,USA,0
Geothermal,Million Kw,Capacity,1992,USA,0
Geothermal,Million Kw,Capacity,1993,USA,0
Geothermal,Million Kw,Capacity,1994,USA,0
Geothermal,Million Kw,Capacity,1995,USA,0
Geothermal,Million Kw,Capacity,1996,USA,0
Geothermal,Million Kw,Capacity,1997,USA,0
Geothermal,Million Kw,Capacity,1998,USA,0
Geothermal,Million Kw,Capacity,1999,USA,0
Geothermal,Million Kw,Capacity,2000,USA,2.793
Geothermal,Million Kw,Capacity,2001,USA,2.2159999999999997
Geothermal,Million Kw,Capacity,2002,USA,2.252
Geothermal,Million Kw,Capacity,2003,USA,2.133
Geothermal,Million Kw,Capacity,2004,USA,2.1519999999999997
Geothermal,Million Kw,Capacity,2005,USA,2.285
Geothermal,Million Kw,Capacity,2006,USA,2.274
Geothermal,Million Kw,Capacity,2007,USA,2.214
Geothermal,Million Kw,Capacity,2008,USA,2.229
Geothermal,Million Kw,Capacity,2009,USA,2.3819
Geothermal,Million Kw,Capacity,2010,USA,2.4046
Geothermal,Million Kw,Capacity,2011,USA,2.4092
Geothermal,Million Kw,Capacity,2012,USA,2.5921
Geothermal,Million Kw,Capacity,2013,USA,2.607
Geothermal,Million Kw,Capacity,2014,USA,2.5143
Geothermal,Million Kw,Capacity,2015,USA,2.5415
Geothermal,Million Kw,Capacity,2016,USA,2.5165999999999995
Geothermal,Million Kw,Capacity,2017,USA,0
Hydroelectric Pumped Storage,Billion Kwh,Generation,1980,USA,0
Hydroelectric Pumped Storage,Billion Kwh,Generation,1981,USA,0
Hydroelectric Pumped Storage,Billion Kwh,Generation,1982,USA,0
Hydroelectric Pumped Storage,Billion Kwh,Generation,1983,USA,0
Hydroelectric Pumped Storage,Billion Kwh,Generation,1984,USA,0
Hydroelectric Pumped Storage,Billion Kwh,Generation,1985,USA,0
Hydroelectric Pumped Storage,Billion Kwh,Generation,1986,USA,0
Hydroelectric Pumped Storage,Billion Kwh,Generation,1987,USA,0
Hydroelectric Pumped Storage,Billion Kwh,Generation,1988,USA,0
Hydroelectric Pumped Storage,Billion Kwh,Generation,1989,USA,0
Hydroelectric Pumped Storage,Billion Kwh,Generation,1990,USA,-3.507741
Hydroelectric Pumped Storage,Billion Kwh,Generation,1991,USA,-4.541435
Hydroelectric Pumped Storage,Billion Kwh,Generation,1992,USA,-4.176582
Hydroelectric Pumped Storage,Billion Kwh,Generation,1993,USA,-4.035572
Hydroelectric Pumped Storage,Billion Kwh,Generation,1994,USA,-3.3778249999999996
Hydroelectric Pumped Storage,Billion Kwh,Generation,1995,USA,-2.7251310000000006
Hydroelectric Pumped Storage,Billion Kwh,Generation,1996,USA,-3.088078
Hydroelectric Pumped Storage,Billion Kwh,Generation,1997,USA,-4.039905
Hydroelectric Pumped Storage,Billion Kwh,Generation,1998,USA,-4.46728
Hydroelectric Pumped Storage,Billion Kwh,Generation,1999,USA,-6.0968990000000005
Hydroelectric Pumped Storage,Billion Kwh,Generation,2000,USA,-5.538860000000001
Hydroelectric Pumped Storage,Billion Kwh,Generation,2001,USA,-8.823445000000001
Hydroelectric Pumped Storage,Billion Kwh,Generation,2002,USA,-8.742927999999997
Hydroelectric Pumped Storage,Billion Kwh,Generation,2003,USA,-8.535065
Hydroelectric Pumped Storage,Billion Kwh,Generation,2004,USA,-8.488209999999999
Hydroelectric Pumped Storage,Billion Kwh,Generation,2005,USA,-6.5577879999999995
Hydroelectric Pumped Storage,Billion Kwh,Generation,2006,USA,-6.557842
Hydroelectric Pumped Storage,Billion Kwh,Generation,2007,USA,-6.896352
Hydroelectric Pumped Storage,Billion Kwh,Generation,2008,USA,-6.288062000000001
Hydroelectric Pumped Storage,Billion Kwh,Generation,2009,USA,-4.627344999999999
Hydroelectric Pumped Storage,Billion Kwh,Generation,2010,USA,-5.501132
Hydroelectric Pumped Storage,Billion Kwh,Generation,2011,USA,-6.420515999999999
Hydroelectric Pumped Storage,Billion Kwh,Generation,2012,USA,-4.950496
Hydroelectric Pumped Storage,Billion Kwh,Generation,2013,USA,-4.681033
Hydroelectric Pumped Storage,Billion Kwh,Generation,2014,USA,-6.173548
Hydroelectric Pumped Storage,Billion Kwh,Generation,2015,USA,-5.091488
Hydroelectric Pumped Storage,Billion Kwh,Generation,2016,USA,-6.686127
Hydroelectric Pumped Storage,Billion Kwh,Generation,2017,USA,0
Hydroelectric Pumped Storage,Million Kw,Capacity,1980,USA,0
Hydroelectric Pumped Storage,Million Kw,Capacity,1981,USA,0
Hydroelectric Pumped Storage,Million Kw,Capacity,1982,USA,0
Hydroelectric Pumped Storage,Million Kw,Capacity,1983,USA,0
Hydroelectric Pumped Storage,Million Kw,Capacity,1984,USA,0
Hydroelectric Pumped Storage,Million Kw,Capacity,1985,USA,0
Hydroelectric Pumped Storage,Million Kw,Capacity,1986,USA,0
Hydroelectric Pumped Storage,Million Kw,Capacity,1987,USA,0
Hydroelectric Pumped Storage,Million Kw,Capacity,1988,USA,0
Hydroelectric Pumped Storage,Million Kw,Capacity,1989,USA,18.094424
Hydroelectric Pumped Storage,Million Kw,Capacity,1990,USA,19.462023999999996
Hydroelectric Pumped Storage,Million Kw,Capacity,1991,USA,18.413574
Hydroelectric Pumped Storage,Million Kw,Capacity,1992,USA,21.189743999999997
Hydroelectric Pumped Storage,Million Kw,Capacity,1993,USA,21.146398
Hydroelectric Pumped Storage,Million Kw,Capacity,1994,USA,21.207898000000004
Hydroelectric Pumped Storage,Million Kw,Capacity,1995,USA,21.386568
Hydroelectric Pumped Storage,Million Kw,Capacity,1996,USA,21.110218000000003
Hydroelectric Pumped Storage,Million Kw,Capacity,1997,USA,19.310098000000004
Hydroelectric Pumped Storage,Million Kw,Capacity,1998,USA,19.518498
Hydroelectric Pumped Storage,Million Kw,Capacity,1999,USA,19.565298
Hydroelectric Pumped Storage,Million Kw,Capacity,2000,USA,19.522
Hydroelectric Pumped Storage,Million Kw,Capacity,2001,USA,19.664
Hydroelectric Pumped Storage,Million Kw,Capacity,2002,USA,20.371000000000002
Hydroelectric Pumped Storage,Million Kw,Capacity,2003,USA,20.522
Hydroelectric Pumped Storage,Million Kw,Capacity,2004,USA,20.764
Hydroelectric Pumped Storage,Million Kw,Capacity,2005,USA,21.347
Hydroelectric Pumped Storage,Million Kw,Capacity,2006,USA,21.461
Hydroelectric Pumped Storage,Million Kw,Capacity,2007,USA,21.886
Hydroelectric Pumped Storage,Million Kw,Capacity,2008,USA,21.858
Hydroelectric Pumped Storage,Million Kw,Capacity,2009,USA,22.1604
Hydroelectric Pumped Storage,Million Kw,Capacity,2010,USA,22.198900000000002
Hydroelectric Pumped Storage,Million Kw,Capacity,2011,USA,22.292599999999997
Hydroelectric Pumped Storage,Million Kw,Capacity,2012,USA,22.368299999999998
Hydroelectric Pumped Storage,Million Kw,Capacity,2013,USA,22.3893
Hydroelectric Pumped Storage,Million Kw,Capacity,2014,USA,22.485099999999996
Hydroelectric Pumped Storage,Million Kw,Capacity,2015,USA,22.5751
Hydroelectric Pumped Storage,Million Kw,Capacity,2016,USA,22.778699999999997
Hydroelectric Pumped Storage,Million Kw,Capacity,2017,USA,0
Hydroelectricity,Billion Kwh,Generation,1980,USA,279.18209
Hydroelectricity,Billion Kwh,Generation,1981,USA,263.8446640000001
Hydroelectricity,Billion Kwh,Generation,1982,USA,312.374013
Hydroelectricity,Billion Kwh,Generation,1983,USA,335.29085499999997
Hydroelectricity,Billion Kwh,Generation,1984,USA,324.31136499999997
Hydroelectricity,Billion Kwh,Generation,1985,USA,284.31053799999995
Hydroelectricity,Billion Kwh,Generation,1986,USA,294.00521899999995
Hydroelectricity,Billion Kwh,Generation,1987,USA,252.85609300000002
Hydroelectricity,Billion Kwh,Generation,1988,USA,226.10080299999998
Hydroelectricity,Billion Kwh,Generation,1989,USA,271.9769359999999
Hydroelectricity,Billion Kwh,Generation,1990,USA,292.86584600000003
Hydroelectricity,Billion Kwh,Generation,1991,USA,288.99418899999995
Hydroelectricity,Billion Kwh,Generation,1992,USA,253.08800300000001
Hydroelectricity,Billion Kwh,Generation,1993,USA,280.49400799999995
Hydroelectricity,Billion Kwh,Generation,1994,USA,260.12573299999997
Hydroelectricity,Billion Kwh,Generation,1995,USA,310.832748
Hydroelectricity,Billion Kwh,Generation,1996,USA,347.16206300000005
Hydroelectricity,Billion Kwh,Generation,1997,USA,356.45329499999997
Hydroelectricity,Billion Kwh,Generation,1998,USA,323.335661
Hydroelectricity,Billion Kwh,Generation,1999,USA,319.5360289999999
Hydroelectricity,Billion Kwh,Generation,2000,USA,275.572597
Hydroelectricity,Billion Kwh,Generation,2001,USA,216.961045
Hydroelectricity,Billion Kwh,Generation,2002,USA,264.328831
Hydroelectricity,Billion Kwh,Generation,2003,USA,275.80632299999996
Hydroelectricity,Billion Kwh,Generation,2004,USA,268.41730799999993
Hydroelectricity,Billion Kwh,Generation,2005,USA,270.32125499999995
Hydroelectricity,Billion Kwh,Generation,2006,USA,289.24641599999995
Hydroelectricity,Billion Kwh,Generation,2007,USA,247.50997399999997
Hydroelectricity,Billion Kwh,Generation,2008,USA,254.831385
Hydroelectricity,Billion Kwh,Generation,2009,USA,273.445094
Hydroelectricity,Billion Kwh,Generation,2010,USA,260.20306899999997
Hydroelectricity,Billion Kwh,Generation,2011,USA,319.35490400000003
Hydroelectricity,Billion Kwh,Generation,2012,USA,276.240223
Hydroelectricity,Billion Kwh,Generation,2013,USA,268.565383
Hydroelectricity,Billion Kwh,Generation,2014,USA,259.366622
Hydroelectricity,Billion Kwh,Generation,2015,USA,249.080085
Hydroelectricity,Billion Kwh,Generation,2016,USA,267.81215299999997
Hydroelectricity,Billion Kwh,Generation,2017,USA,0
Hydroelectricity,Million Kw,Capacity,1980,USA,81.7
Hydroelectricity,Million Kw,Capacity,1981,USA,82.4
Hydroelectricity,Million Kw,Capacity,1982,USA,83
Hydroelectricity,Million Kw,Capacity,1983,USA,83.9
Hydroelectricity,Million Kw,Capacity,1984,USA,85.3
Hydroelectricity,Million Kw,Capacity,1985,USA,88.9
Hydroelectricity,Million Kw,Capacity,1986,USA,89.3
Hydroelectricity,Million Kw,Capacity,1987,USA,89.7
Hydroelectricity,Million Kw,Capacity,1988,USA,90.3
Hydroelectricity,Million Kw,Capacity,1989,USA,74.110934
Hydroelectricity,Million Kw,Capacity,1990,USA,73.923046
Hydroelectricity,Million Kw,Capacity,1991,USA,76.036306
Hydroelectricity,Million Kw,Capacity,1992,USA,74.772696
Hydroelectricity,Million Kw,Capacity,1993,USA,77.41041100000001
Hydroelectricity,Million Kw,Capacity,1994,USA,78.040935
Hydroelectricity,Million Kw,Capacity,1995,USA,78.561734
Hydroelectricity,Million Kw,Capacity,1996,USA,76.43742200000001
Hydroelectricity,Million Kw,Capacity,1997,USA,79.41456900000003
Hydroelectricity,Million Kw,Capacity,1998,USA,79.150644
Hydroelectricity,Million Kw,Capacity,1999,USA,79.393068
Hydroelectricity,Million Kw,Capacity,2000,USA,79.359
Hydroelectricity,Million Kw,Capacity,2001,USA,78.91600000000001
Hydroelectricity,Million Kw,Capacity,2002,USA,79.356
Hydroelectricity,Million Kw,Capacity,2003,USA,78.694
Hydroelectricity,Million Kw,Capacity,2004,USA,77.641
Hydroelectricity,Million Kw,Capacity,2005,USA,77.54100000000001
Hydroelectricity,Million Kw,Capacity,2006,USA,77.821
Hydroelectricity,Million Kw,Capacity,2007,USA,77.88499999999999
Hydroelectricity,Million Kw,Capacity,2008,USA,77.93
Hydroelectricity,Million Kw,Capacity,2009,USA,78.5177
Hydroelectricity,Million Kw,Capacity,2010,USA,78.824699999999993
Hydroelectricity,Million Kw,Capacity,2011,USA,78.6516
Hydroelectricity,Million Kw,Capacity,2012,USA,78.738
Hydroelectricity,Million Kw,Capacity,2013,USA,79.2
Hydroelectricity,Million Kw,Capacity,2014,USA,79.67729999999999
Hydroelectricity,Million Kw,Capacity,2015,USA,79.66420000000001
Hydroelectricity,Million Kw,Capacity,2016,USA,79.91290000000001
Hydroelectricity,Million Kw,Capacity,2017,USA,0
Non-Hydroelectric Renewables,Billion Kwh,Generation,1980,USA,5.506242000000001
Non-Hydroelectric Renewables,Billion Kwh,Generation,1981,USA,6.053992
Non-Hydroelectric Renewables,Billion Kwh,Generation,1982,USA,5.163783999999999
Non-Hydroelectric Renewables,Billion Kwh,Generation,1983,USA,6.456381
Non-Hydroelectric Renewables,Billion Kwh,Generation,1984,USA,8.638192999999998
Non-Hydroelectric Renewables,Billion Kwh,Generation,1985,USA,10.724494
Non-Hydroelectric Renewables,Billion Kwh,Generation,1986,USA,11.502918
Non-Hydroelectric Renewables,Billion Kwh,Generation,1987,USA,12.266528
Non-Hydroelectric Renewables,Billion Kwh,Generation,1988,USA,11.984288
Non-Hydroelectric Renewables,Billion Kwh,Generation,1989,USA,53.383938
Non-Hydroelectric Renewables,Billion Kwh,Generation,1990,USA,64.404435
Non-Hydroelectric Renewables,Billion Kwh,Generation,1991,USA,68.81522600000001
Non-Hydroelectric Renewables,Billion Kwh,Generation,1992,USA,73.809366
Non-Hydroelectric Renewables,Billion Kwh,Generation,1993,USA,76.256642
Non-Hydroelectric Renewables,Billion Kwh,Generation,1994,USA,76.583703
Non-Hydroelectric Renewables,Billion Kwh,Generation,1995,USA,74.02090199999999
Non-Hydroelectric Renewables,Billion Kwh,Generation,1996,USA,75.859389
Non-Hydroelectric Renewables,Billion Kwh,Generation,1997,USA,77.25424000000001
Non-Hydroelectric Renewables,Billion Kwh,Generation,1998,USA,77.169198
Non-Hydroelectric Renewables,Billion Kwh,Generation,1999,USA,79.516992
Non-Hydroelectric Renewables,Billion Kwh,Generation,2000,USA,81.012591
Non-Hydroelectric Renewables,Billion Kwh,Generation,2001,USA,82.80389002
Non-Hydroelectric Renewables,Billion Kwh,Generation,2002,USA,92.78887158999999
Non-Hydroelectric Renewables,Billion Kwh,Generation,2003,USA,93.70970264
Non-Hydroelectric Renewables,Billion Kwh,Generation,2004,USA,97.52074248999999
Non-Hydroelectric Renewables,Billion Kwh,Generation,2005,USA,100.48202690000001
Non-Hydroelectric Renewables,Billion Kwh,Generation,2006,USA,109.98348112
Non-Hydroelectric Renewables,Billion Kwh,Generation,2007,USA,118.15139772999999
Non-Hydroelectric Renewables,Billion Kwh,Generation,2008,USA,139.0019828
Non-Hydroelectric Renewables,Billion Kwh,Generation,2009,USA,157.68193339
Non-Hydroelectric Renewables,Billion Kwh,Generation,2010,USA,182.35707256
Non-Hydroelectric Renewables,Billion Kwh,Generation,2011,USA,211.82631345000004
Non-Hydroelectric Renewables,Billion Kwh,Generation,2012,USA,238.04909570999996
Non-Hydroelectric Renewables,Billion Kwh,Generation,2013,USA,275.22705181
Non-Hydroelectric Renewables,Billion Kwh,Generation,2014,USA,303.90665234999994
Non-Hydroelectric Renewables,Billion Kwh,Generation,2015,USA,323.32797933999996
Non-Hydroelectric Renewables,Billion Kwh,Generation,2016,USA,374.19955421
Non-Hydroelectric Renewables,Billion Kwh,Generation,2017,USA,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1980,USA,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1981,USA,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1982,USA,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1983,USA,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1984,USA,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1985,USA,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1986,USA,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1987,USA,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1988,USA,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1989,USA,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1990,USA,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1991,USA,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1992,USA,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1993,USA,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1994,USA,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1995,USA,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1996,USA,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1997,USA,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1998,USA,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1999,USA,0
Non-Hydroelectric Renewables,Million Kw,Capacity,2000,USA,16.095
Non-Hydroelectric Renewables,Million Kw,Capacity,2001,USA,16.621000000000002
Non-Hydroelectric Renewables,Million Kw,Capacity,2002,USA,17.396
Non-Hydroelectric Renewables,Million Kw,Capacity,2003,USA,18.838
Non-Hydroelectric Renewables,Million Kw,Capacity,2004,USA,19.462999999999997
Non-Hydroelectric Renewables,Million Kw,Capacity,2005,USA,22.091
