category,unit,type,year,country,value
Nuclear,Million Kw,Capacity,1990,Europe,103.91300000000001
Nuclear,Million Kw,Capacity,1991,Europe,126.724
Nuclear,Million Kw,Capacity,1992,Europe,128.562
Nuclear,Million Kw,Capacity,1993,Europe,130.086
Nuclear,Million Kw,Capacity,1994,Europe,129.009
Nuclear,Million Kw,Capacity,1995,Europe,130.404
Nuclear,Million Kw,Capacity,1996,Europe,132.751
Nuclear,Million Kw,Capacity,1997,Europe,135.657
Nuclear,Million Kw,Capacity,1998,Europe,135.187
Nuclear,Million Kw,Capacity,1999,Europe,136.742
Nuclear,Million Kw,Capacity,2000,Europe,137.576
Nuclear,Million Kw,Capacity,2001,Europe,137.57299999999998
Nuclear,Million Kw,Capacity,2002,Europe,138.364
Nuclear,Million Kw,Capacity,2003,Europe,137.048
Nuclear,Million Kw,Capacity,2004,Europe,136.939
Nuclear,Million Kw,Capacity,2005,Europe,135.915
Nuclear,Million Kw,Capacity,2006,Europe,134.785
Nuclear,Million Kw,Capacity,2007,Europe,133.953
Nuclear,Million Kw,Capacity,2008,Europe,133.563
Nuclear,Million Kw,Capacity,2009,Europe,133.86200000000002
Nuclear,Million Kw,Capacity,2010,Europe,134.17499999999998
Nuclear,Million Kw,Capacity,2011,Europe,125.784
Nuclear,Million Kw,Capacity,2012,Europe,125.225
Nuclear,Million Kw,Capacity,2013,Europe,124.98700000000001
Nuclear,Million Kw,Capacity,2014,Europe,125.18299999999999
Nuclear,Million Kw,Capacity,2015,Europe,123.643
Nuclear,Million Kw,Capacity,2016,Europe,123.748
Nuclear,Million Kw,Capacity,2017,Europe,0
Renewables,Billion Kwh,Generation,1980,Europe,471.876
Renewables,Billion Kwh,Generation,1981,Europe,477.686
Renewables,Billion Kwh,Generation,1982,Europe,473.43899999999996
Renewables,Billion Kwh,Generation,1983,Europe,486.566
Renewables,Billion Kwh,Generation,1984,Europe,495.141
Renewables,Billion Kwh,Generation,1985,Europe,490.96599999999995
Renewables,Billion Kwh,Generation,1986,Europe,474.91499999999996
Renewables,Billion Kwh,Generation,1987,Europe,508.65700000000004
Renewables,Billion Kwh,Generation,1988,Europe,552.4309999999999
Renewables,Billion Kwh,Generation,1989,Europe,484.1378
Renewables,Billion Kwh,Generation,1990,Europe,499.646
Renewables,Billion Kwh,Generation,1991,Europe,502.874
Renewables,Billion Kwh,Generation,1992,Europe,535.95985
Renewables,Billion Kwh,Generation,1993,Europe,556.0362729999999
Renewables,Billion Kwh,Generation,1994,Europe,564.594455
Renewables,Billion Kwh,Generation,1995,Europe,580.8534199999999
Renewables,Billion Kwh,Generation,1996,Europe,569.640744
Renewables,Billion Kwh,Generation,1997,Europe,591.5911659999999
Renewables,Billion Kwh,Generation,1998,Europe,619.586047
Renewables,Billion Kwh,Generation,1999,Europe,630.978015
Renewables,Billion Kwh,Generation,2000,Europe,666.160185
Renewables,Billion Kwh,Generation,2001,Europe,673.9916489999999
Renewables,Billion Kwh,Generation,2002,Europe,643.7330380000001
Renewables,Billion Kwh,Generation,2003,Europe,623.9100229999999
Renewables,Billion Kwh,Generation,2004,Europe,687.182152
Renewables,Billion Kwh,Generation,2005,Europe,709.003518
Renewables,Billion Kwh,Generation,2006,Europe,726.622312
Renewables,Billion Kwh,Generation,2007,Europe,765.8915659999999
Renewables,Billion Kwh,Generation,2008,Europe,821.72289
Renewables,Billion Kwh,Generation,2009,Europe,849.9826869999999
Renewables,Billion Kwh,Generation,2010,Europe,948.0162599999999
Renewables,Billion Kwh,Generation,2011,Europe,937.8408
Renewables,Billion Kwh,Generation,2012,Europe,1061.6998999999998
Renewables,Billion Kwh,Generation,2013,Europe,1151.3803999999998
Renewables,Billion Kwh,Generation,2014,Europe,1182.2633999999998
Renewables,Billion Kwh,Generation,2015,Europe,1252.9605000000001
Renewables,Billion Kwh,Generation,2016,Europe,1282.1495
Renewables,Billion Kwh,Generation,2017,Europe,0
Renewables,Million Kw,Capacity,1980,Europe,129.94299999999998
Renewables,Million Kw,Capacity,1981,Europe,131.17499999999998
Renewables,Million Kw,Capacity,1982,Europe,135.848
Renewables,Million Kw,Capacity,1983,Europe,137.877
Renewables,Million Kw,Capacity,1984,Europe,136.508
Renewables,Million Kw,Capacity,1985,Europe,138.002
Renewables,Million Kw,Capacity,1986,Europe,140.545
Renewables,Million Kw,Capacity,1987,Europe,143.042
Renewables,Million Kw,Capacity,1988,Europe,145.803
Renewables,Million Kw,Capacity,1989,Europe,145.659
Renewables,Million Kw,Capacity,1990,Europe,131.364
Renewables,Million Kw,Capacity,1991,Europe,135.32000000000002
Renewables,Million Kw,Capacity,1992,Europe,144.034
Renewables,Million Kw,Capacity,1993,Europe,144.96800000000002
Renewables,Million Kw,Capacity,1994,Europe,146.412
Renewables,Million Kw,Capacity,1995,Europe,148.164
Renewables,Million Kw,Capacity,1996,Europe,148.84
Renewables,Million Kw,Capacity,1997,Europe,150.345
Renewables,Million Kw,Capacity,1998,Europe,150.641
Renewables,Million Kw,Capacity,1999,Europe,153.1502
Renewables,Million Kw,Capacity,2000,Europe,176.12210000000002
Renewables,Million Kw,Capacity,2001,Europe,182.80290000000002
Renewables,Million Kw,Capacity,2002,Europe,194.2123
Renewables,Million Kw,Capacity,2003,Europe,201.5717
Renewables,Million Kw,Capacity,2004,Europe,207.64959999999996
Renewables,Million Kw,Capacity,2005,Europe,220.1558
Renewables,Million Kw,Capacity,2006,Europe,234.05780000000001
Renewables,Million Kw,Capacity,2007,Europe,246.2918
Renewables,Million Kw,Capacity,2008,Europe,264.44129999999996
Renewables,Million Kw,Capacity,2009,Europe,286.9928
Renewables,Million Kw,Capacity,2010,Europe,314.9684
Renewables,Million Kw,Capacity,2011,Europe,354.1003
Renewables,Million Kw,Capacity,2012,Europe,391.8669
Renewables,Million Kw,Capacity,2013,Europe,418.3887
Renewables,Million Kw,Capacity,2014,Europe,440.5473
Renewables,Million Kw,Capacity,2015,Europe,468.69280000000003
Renewables,Million Kw,Capacity,2016,Europe,494.3077
Renewables,Million Kw,Capacity,2017,Europe,0
Solar,Billion Kwh,Generation,1980,Europe,0
Solar,Billion Kwh,Generation,1981,Europe,0
Solar,Billion Kwh,Generation,1982,Europe,0
Solar,Billion Kwh,Generation,1983,Europe,0
Solar,Billion Kwh,Generation,1984,Europe,0.001
Solar,Billion Kwh,Generation,1985,Europe,0.001
Solar,Billion Kwh,Generation,1986,Europe,0.001
Solar,Billion Kwh,Generation,1987,Europe,0
Solar,Billion Kwh,Generation,1988,Europe,0.001
Solar,Billion Kwh,Generation,1989,Europe,0.016900000000000002
Solar,Billion Kwh,Generation,1990,Europe,0.033
Solar,Billion Kwh,Generation,1991,Europe,0.017
Solar,Billion Kwh,Generation,1992,Europe,0.036
Solar,Billion Kwh,Generation,1993,Europe,0.04385000000000001
Solar,Billion Kwh,Generation,1994,Europe,0.049850000000000005
Solar,Billion Kwh,Generation,1995,Europe,0.058850000000000006
Solar,Billion Kwh,Generation,1996,Europe,0.061
Solar,Billion Kwh,Generation,1997,Europe,0.07300000000000001
Solar,Billion Kwh,Generation,1998,Europe,0.095
Solar,Billion Kwh,Generation,1999,Europe,0.097
Solar,Billion Kwh,Generation,2000,Europe,0.139
Solar,Billion Kwh,Generation,2001,Europe,0.21395000000000003
Solar,Billion Kwh,Generation,2002,Europe,0.30695
Solar,Billion Kwh,Generation,2003,Europe,0.491
Solar,Billion Kwh,Generation,2004,Europe,0.753
Solar,Billion Kwh,Generation,2005,Europe,1.4869999999999999
Solar,Billion Kwh,Generation,2006,Europe,2.5359999999999996
Solar,Billion Kwh,Generation,2007,Europe,3.824
Solar,Billion Kwh,Generation,2008,Europe,7.506
Solar,Billion Kwh,Generation,2009,Europe,14.1992
Solar,Billion Kwh,Generation,2010,Europe,23.275499999999997
Solar,Billion Kwh,Generation,2011,Europe,47.1388
Solar,Billion Kwh,Generation,2012,Europe,70.6469
Solar,Billion Kwh,Generation,2013,Europe,85.296
Solar,Billion Kwh,Generation,2014,Europe,97.538
Solar,Billion Kwh,Generation,2015,Europe,108.20700000000001
Solar,Billion Kwh,Generation,2016,Europe,112.09400000000001
Solar,Billion Kwh,Generation,2017,Europe,0
Solar,Million Kw,Capacity,1980,Europe,0
Solar,Million Kw,Capacity,1981,Europe,0
Solar,Million Kw,Capacity,1982,Europe,0
Solar,Million Kw,Capacity,1983,Europe,0
Solar,Million Kw,Capacity,1984,Europe,0
Solar,Million Kw,Capacity,1985,Europe,0
Solar,Million Kw,Capacity,1986,Europe,0
Solar,Million Kw,Capacity,1987,Europe,0
Solar,Million Kw,Capacity,1988,Europe,0
Solar,Million Kw,Capacity,1989,Europe,0
Solar,Million Kw,Capacity,1990,Europe,0
Solar,Million Kw,Capacity,1991,Europe,0
Solar,Million Kw,Capacity,1992,Europe,0
Solar,Million Kw,Capacity,1993,Europe,0
Solar,Million Kw,Capacity,1994,Europe,0
Solar,Million Kw,Capacity,1995,Europe,0
Solar,Million Kw,Capacity,1996,Europe,0
Solar,Million Kw,Capacity,1997,Europe,0
Solar,Million Kw,Capacity,1998,Europe,0
Solar,Million Kw,Capacity,1999,Europe,0
Solar,Million Kw,Capacity,2000,Europe,0.2011
Solar,Million Kw,Capacity,2001,Europe,0.3024
Solar,Million Kw,Capacity,2002,Europe,0.38880000000000003
Solar,Million Kw,Capacity,2003,Europe,0.6292
Solar,Million Kw,Capacity,2004,Europe,1.3397
Solar,Million Kw,Capacity,2005,Europe,2.3341999999999996
Solar,Million Kw,Capacity,2006,Europe,3.3321999999999994
Solar,Million Kw,Capacity,2007,Europe,5.3122
Solar,Million Kw,Capacity,2008,Europe,10.547199999999998
Solar,Million Kw,Capacity,2009,Europe,17.194200000000002
Solar,Million Kw,Capacity,2010,Europe,30.8703
Solar,Million Kw,Capacity,2011,Europe,53.9561
Solar,Million Kw,Capacity,2012,Europe,73.0822
Solar,Million Kw,Capacity,2013,Europe,82.94600000000001
Solar,Million Kw,Capacity,2014,Europe,90.036
Solar,Million Kw,Capacity,2015,Europe,98.5841
Solar,Million Kw,Capacity,2016,Europe,105.617
Solar,Million Kw,Capacity,2017,Europe,0
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1980,Europe,0.47000000000000003
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1981,Europe,0.53
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1982,Europe,0.5700000000000001
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1983,Europe,0.5700000000000001
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1984,Europe,0.5710000000000001
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1985,Europe,0.5710000000000001
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1986,Europe,0.561
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1987,Europe,0.54
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1988,Europe,0.541
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1989,Europe,0.5469
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1990,Europe,0.604
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1991,Europe,0.601
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1992,Europe,0.614
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1993,Europe,0.59985
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1994,Europe,0.61185
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1995,Europe,0.62685
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1996,Europe,0.608
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1997,Europe,0.643
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1998,Europe,0.6849999999999999
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1999,Europe,0.6769999999999999
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2000,Europe,0.712
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2001,Europe,0.75695
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2002,Europe,0.8429500000000001
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2003,Europe,1.03
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2004,Europe,1.271
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2005,Europe,3.6959999999999997
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2006,Europe,4.896999999999999
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2007,Europe,6.465
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2008,Europe,9.789
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2009,Europe,16.154200000000003
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2010,Europe,25.269499999999997
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2011,Europe,49.6388
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2012,Europe,73.1929
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2013,Europe,88.066
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2014,Europe,100.324
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2015,Europe,111.151
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2016,Europe,115.24300000000001
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2017,Europe,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1980,Europe,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1981,Europe,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1982,Europe,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1983,Europe,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1984,Europe,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1985,Europe,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1986,Europe,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1987,Europe,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1988,Europe,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1989,Europe,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1990,Europe,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1991,Europe,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1992,Europe,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1993,Europe,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1994,Europe,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1995,Europe,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1996,Europe,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1997,Europe,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1998,Europe,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1999,Europe,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2000,Europe,0.6331
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2001,Europe,0.6829
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2002,Europe,0.8113
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2003,Europe,1.5347
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2004,Europe,2.2832000000000003
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2005,Europe,3.5187
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2006,Europe,4.694699999999999
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2007,Europe,6.4257
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2008,Europe,11.6707
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2009,Europe,18.3292
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2010,Europe,32.005300000000005
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2011,Europe,55.0994
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2012,Europe,74.1118
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2013,Europe,84.08160000000001
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2014,Europe,91.2633
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2015,Europe,99.7507
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2016,Europe,106.8126
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2017,Europe,0
Tide and Wave,Billion Kwh,Generation,1980,Europe,0.47000000000000003
Tide and Wave,Billion Kwh,Generation,1981,Europe,0.53
Tide and Wave,Billion Kwh,Generation,1982,Europe,0.5700000000000001
Tide and Wave,Billion Kwh,Generation,1983,Europe,0.5700000000000001
Tide and Wave,Billion Kwh,Generation,1984,Europe,0.5700000000000001
Tide and Wave,Billion Kwh,Generation,1985,Europe,0.5700000000000001
Tide and Wave,Billion Kwh,Generation,1986,Europe,0.56
Tide and Wave,Billion Kwh,Generation,1987,Europe,0.54
Tide and Wave,Billion Kwh,Generation,1988,Europe,0.54
Tide and Wave,Billion Kwh,Generation,1989,Europe,0.53
Tide and Wave,Billion Kwh,Generation,1990,Europe,0.5710000000000001
Tide and Wave,Billion Kwh,Generation,1991,Europe,0.584
Tide and Wave,Billion Kwh,Generation,1992,Europe,0.5780000000000001
Tide and Wave,Billion Kwh,Generation,1993,Europe,0.556
Tide and Wave,Billion Kwh,Generation,1994,Europe,0.562
Tide and Wave,Billion Kwh,Generation,1995,Europe,0.5680000000000001
Tide and Wave,Billion Kwh,Generation,1996,Europe,0.547
Tide and Wave,Billion Kwh,Generation,1997,Europe,0.5700000000000001
Tide and Wave,Billion Kwh,Generation,1998,Europe,0.59
Tide and Wave,Billion Kwh,Generation,1999,Europe,0.58
Tide and Wave,Billion Kwh,Generation,2000,Europe,0.5730000000000001
Tide and Wave,Billion Kwh,Generation,2001,Europe,0.543
Tide and Wave,Billion Kwh,Generation,2002,Europe,0.536
Tide and Wave,Billion Kwh,Generation,2003,Europe,0.539
Tide and Wave,Billion Kwh,Generation,2004,Europe,0.518
Tide and Wave,Billion Kwh,Generation,2005,Europe,2.209
Tide and Wave,Billion Kwh,Generation,2006,Europe,2.3609999999999998
Tide and Wave,Billion Kwh,Generation,2007,Europe,2.641
Tide and Wave,Billion Kwh,Generation,2008,Europe,2.2830000000000004
Tide and Wave,Billion Kwh,Generation,2009,Europe,1.9549999999999998
Tide and Wave,Billion Kwh,Generation,2010,Europe,1.994
Tide and Wave,Billion Kwh,Generation,2011,Europe,2.5
Tide and Wave,Billion Kwh,Generation,2012,Europe,2.546
Tide and Wave,Billion Kwh,Generation,2013,Europe,2.77
Tide and Wave,Billion Kwh,Generation,2014,Europe,2.786
Tide and Wave,Billion Kwh,Generation,2015,Europe,2.944
Tide and Wave,Billion Kwh,Generation,2016,Europe,3.149
Tide and Wave,Billion Kwh,Generation,2017,Europe,0
Tide and Wave,Million Kw,Capacity,1980,Europe,0
Tide and Wave,Million Kw,Capacity,1981,Europe,0
Tide and Wave,Million Kw,Capacity,1982,Europe,0
Tide and Wave,Million Kw,Capacity,1983,Europe,0
Tide and Wave,Million Kw,Capacity,1984,Europe,0
Tide and Wave,Million Kw,Capacity,1985,Europe,0
Tide and Wave,Million Kw,Capacity,1986,Europe,0
Tide and Wave,Million Kw,Capacity,1987,Europe,0
Tide and Wave,Million Kw,Capacity,1988,Europe,0
Tide and Wave,Million Kw,Capacity,1989,Europe,0
Tide and Wave,Million Kw,Capacity,1990,Europe,0
Tide and Wave,Million Kw,Capacity,1991,Europe,0
Tide and Wave,Million Kw,Capacity,1992,Europe,0
Tide and Wave,Million Kw,Capacity,1993,Europe,0
Tide and Wave,Million Kw,Capacity,1994,Europe,0
Tide and Wave,Million Kw,Capacity,1995,Europe,0
Tide and Wave,Million Kw,Capacity,1996,Europe,0
Tide and Wave,Million Kw,Capacity,1997,Europe,0
Tide and Wave,Million Kw,Capacity,1998,Europe,0
Tide and Wave,Million Kw,Capacity,1999,Europe,0
Tide and Wave,Million Kw,Capacity,2000,Europe,0.43200000000000005
Tide and Wave,Million Kw,Capacity,2001,Europe,0.3805
Tide and Wave,Million Kw,Capacity,2002,Europe,0.42250000000000004
Tide and Wave,Million Kw,Capacity,2003,Europe,0.9055
Tide and Wave,Million Kw,Capacity,2004,Europe,0.9435
Tide and Wave,Million Kw,Capacity,2005,Europe,1.1845
Tide and Wave,Million Kw,Capacity,2006,Europe,1.3625
Tide and Wave,Million Kw,Capacity,2007,Europe,1.1135
Tide and Wave,Million Kw,Capacity,2008,Europe,1.1235
Tide and Wave,Million Kw,Capacity,2009,Europe,1.135
Tide and Wave,Million Kw,Capacity,2010,Europe,1.135
Tide and Wave,Million Kw,Capacity,2011,Europe,1.1433
Tide and Wave,Million Kw,Capacity,2012,Europe,1.0295999999999998
Tide and Wave,Million Kw,Capacity,2013,Europe,1.1356
Tide and Wave,Million Kw,Capacity,2014,Europe,1.2272999999999998
Tide and Wave,Million Kw,Capacity,2015,Europe,1.1666
Tide and Wave,Million Kw,Capacity,2016,Europe,1.1956
Tide and Wave,Million Kw,Capacity,2017,Europe,0
Total,Billion Kwh,Generation,1980,Europe,2147.8320000000003
Total,Billion Kwh,Generation,1981,Europe,2148.3700000000003
Total,Billion Kwh,Generation,1982,Europe,2161.3720000000003
Total,Billion Kwh,Generation,1983,Europe,2231.569
Total,Billion Kwh,Generation,1984,Europe,2341.144
